restaurant_code,canonical_name,city,michelin_stars,address,match_status,confidence,notes
rest_0091,Restaurant Showw,Amsterdam,1,"Gelrestraat 28, 1078 GR Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0092,Restaurant Wolfslaar,Breda,1,"Wolfslaar 20, 4834 CA Breda",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0093,Rijks,Amsterdam,1,"Museumstraat 2, 1071 XX Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0094,Rijnzicht,Doornenburg,1,"Pannerdenseweg 5, 6914 CA Doornenburg",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0095,Ron Gastrobar,Amsterdam,1,"Sophialaan 55, 1075 BP Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0096,Sabero,Leende,1,"Leenderweg 37, 5595 AE Leende",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0098,Sense,Vught,1,"Taalstraat 100, 5261 BH Vught",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0099,Sinne,Amsterdam,1,"Ceintuurbaan 342, 1073 EN Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0100,Spetters,Breskens,1,"Nolledijk 1, 4511 TR Breskens",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0101,Studio,Maastricht,1,"Kesselskade 66, 6211 HM Maastricht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0103,t Amsterdammertje,Loenen aan de Vecht,1,"Nieuwstraat 1, 3632 BX Loenen aan de Vecht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0104,t Ganzenest,Rijswijk,1,"Haagweg 2, 2281 AT Rijswijk",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0105,t Raedthuys,Duiven,1,"Marktstraat 2, 6921 BG Duiven",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0106,Tante Koosje,Loenen aan de Vecht,1,"Dorpsstraat 8, 3632 BT Loenen aan de Vecht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0107,The Millen,Rotterdam,1,"Meent 72-78, 3011 JN Rotterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0108,The White Room by Jacob Jan Boerma,Amsterdam,1,"Herengracht 542, 1017 CG Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0109,Tout a Fait,Maastricht,1,"St. Servaasklooster 13, 6211 TE Maastricht",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0111,Triptyque,Wateringen,1,"Poeldijkseweg 4, 2291 PC Wateringen",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0113,Versaen,Ravenstein,1,"Maasdijk 33, 5371 EE Ravenstein",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0115,Vista,Willemstad,1,"Benedenkade 14, 4761 BA Willemstad",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0116,Voltaire,Leersum,1,"Amerongerweg 1, 3951 AN Leersum",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0117,Wiesen,Eindhoven,1,"Kardinaal van Rossumstraat 12, 5643 GM Eindhoven",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0118,Wils,Amsterdam,1,"Stadionplein 26, 1076 CM Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0119,Yamazato,Amsterdam,1,"Ferdinand Bolstraat 333, 1072 LH Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0120,Zarzo,Eindhoven,1,"Woenselse Markt 15, 5612 CS Eindhoven",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0121,Zeezout,Rotterdam,1,"Westerkade 11b, 3016 CL Rotterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0152,Zenith,Apeldoorn,1,"Koninginnelaan 37, 7315 BL Apeldoorn",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0122,Zoldering,Amsterdam,1,"Geldersekade 29, 1011 EJ Amsterdam",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
rest_0123,Zout & Citroen,Oosterhout,1,"Heuvelstraat 25, 4901 LG Oosterhout",EXISTING_EXACT,high,"Live production row, current recognition read from restaurants.michelin_stars directly (not inclusion_reason). Not individually re-audited this pass per instruction to trust existing data -- see NETHERLANDS_MICHELIN_COMPLETION_REPORT.md for the one exception (Inter Scaldes, incidentally re-verified during 3-star tier research)."
