restaurant_code,name,city,country,michelin_stars,property_name
rest_0489,Gion Sasaki,Kyoto,Japan,3,
rest_0490,Taian,Osaka,Japan,3,
rest_0491,Kashiwaya Osaka Senriyama,Osaka,Japan,3,
rest_0492,Hajime,Osaka,Japan,3,
rest_0493,Myojaku,Tokyo,Japan,3,
rest_0494,Héritage by Kei Kobayashi,Tokyo,Japan,1,
rest_0495,Il Ristorante - Niko Romito,Tokyo,Japan,1,
rest_0496,Sanso Kyoyamato,Kyoto,Japan,2,
rest_0497,est,Tokyo,Japan,1,
rest_0498,Kanamean Nishitomiya,Kyoto,Japan,1,
rest_0499,Tour d'Argent Tokyo,Tokyo,Japan,1,
rest_0500,Quintessence,Tokyo,Japan,3,
rest_0501,Joël Robuchon,Tokyo,Japan,3,
rest_0502,Sazenka,Tokyo,Japan,3,
rest_0503,Azabu Kadowaki,Tokyo,Japan,3,
rest_0504,Harutaka,Tokyo,Japan,3,
rest_0505,L'OSIER,Tokyo,Japan,3,
rest_0506,Kanda,Tokyo,Japan,3,
rest_0507,RyuGin,Tokyo,Japan,3,
rest_0508,L'Effervescence,Tokyo,Japan,3,
rest_0509,Kagurazaka Ishikawa,Tokyo,Japan,3,
rest_0510,Isshisoden Nakamura,Kyoto,Japan,3,
rest_0511,Seizan,Tokyo,Japan,2,
rest_0512,Crony,Tokyo,Japan,2,
rest_0513,Kutan,Tokyo,Japan,2,
rest_0514,Ginza Fukuju,Tokyo,Japan,2,
rest_0515,Ensui,Tokyo,Japan,2,
rest_0516,Sushi Kanesaka,Tokyo,Japan,2,
rest_0517,Tempura Kondo,Tokyo,Japan,2,
rest_0518,ESqUISSE,Tokyo,Japan,2,
rest_0519,Ginza Kojyu,Tokyo,Japan,2,
rest_0520,Tempura Motoyoshi,Tokyo,Japan,2,
rest_0521,Ginza Shinohara,Tokyo,Japan,2,
rest_0522,Sukiyabashi Jiro Roppongiten,Tokyo,Japan,2,
rest_0523,Ryuzu,Tokyo,Japan,2,
rest_0524,ASAHINA Gastronome,Tokyo,Japan,2,
rest_0525,Nishiazabu Sushi Shin,Tokyo,Japan,2,
rest_0526,Akasaka Kikunoi,Tokyo,Japan,2,
rest_0527,PRISMA,Tokyo,Japan,2,
rest_0528,Hakuun,Tokyo,Japan,2,
rest_0529,Kohaku,Tokyo,Japan,2,
rest_0530,HOMMAGE,Tokyo,Japan,2,
rest_0531,Jingumae Higuchi,Tokyo,Japan,2,
rest_0532,Den,Tokyo,Japan,2,
rest_0533,Kioicho Fukudaya,Tokyo,Japan,2,
rest_0534,MAZ,Tokyo,Japan,2,
rest_0535,Kodaiji Wakuden,Kyoto,Japan,2,
rest_0536,Kenninji Gion Maruyama,Kyoto,Japan,2,
rest_0537,Gion Nishikawa,Kyoto,Japan,2,
rest_0538,Kodaiji Jugyuan,Kyoto,Japan,2,
rest_0539,Higashiyama Yoshihisa,Kyoto,Japan,2,
rest_0540,Sumibi Kappo Ifuki,Kyoto,Japan,2,
rest_0541,Gion Maruyama,Kyoto,Japan,2,
rest_0542,Ryō-shō,Kyoto,Japan,2,
rest_0543,Kikunoi Roan,Kyoto,Japan,2,
rest_0544,Gion Matayoshi,Kyoto,Japan,2,
rest_0545,Otagi,Kyoto,Japan,2,
rest_0546,Doppo,Kyoto,Japan,2,
rest_0547,Tokuha Motonari,Kyoto,Japan,2,
rest_0548,Kyokaiseki Kichisen,Kyoto,Japan,2,
rest_0549,Yusokuryori Mankamero,Kyoto,Japan,2,
rest_0550,Sojiki Nakahigashi,Kyoto,Japan,2,
rest_0551,Muromachi Yui,Kyoto,Japan,2,
rest_0552,anpeiji,Kyoto,Japan,1,
rest_0553,Kikunoi Sushi Ao,Kyoto,Japan,1,
rest_0554,Germoglio,Kyoto,Japan,1,
rest_0555,Restaurant Hiramatsu Kodaiji,Kyoto,Japan,1,
rest_0556,Kako Okamoto,Kyoto,Japan,1,
rest_0557,Gion Fukushi,Kyoto,Japan,1,
rest_0558,Gion Okada,Kyoto,Japan,1,
rest_0559,Gion Kida,Kyoto,Japan,1,
rest_0560,Sushi Kappo Nakaichi,Kyoto,Japan,1,
rest_0561,Ryoriya Maekawa,Kyoto,Japan,1,
rest_0562,SEN,Kyoto,Japan,1,
rest_0563,Miyagawacho Hotta,Kyoto,Japan,1,
rest_0564,Gion Owatari,Kyoto,Japan,1,
rest_0565,VELROSIER,Kyoto,Japan,1,
rest_0566,TAKAYAMA,Kyoto,Japan,1,
rest_0567,Kyoboshi,Kyoto,Japan,1,
rest_0568,Oryori Mashita,Kyoto,Japan,1,
rest_0569,Manjuji Hakuran,Kyoto,Japan,1,
rest_0570,Enyuan Kobayashi,Kyoto,Japan,1,
rest_0571,HANA-Kitcho,Kyoto,Japan,1,
rest_0572,Godan Miyazawa,Kyoto,Japan,1,
rest_0573,Sushi Matsumoto,Kyoto,Japan,1,
rest_0574,YOKOI,Kyoto,Japan,1,
rest_0575,Kinobu,Kyoto,Japan,1,
rest_0576,LURRA°,Kyoto,Japan,1,
rest_0577,Higashiyama Ogata,Kyoto,Japan,1,
rest_0578,Wagokoro Izumi,Kyoto,Japan,1,
rest_0579,Jean-Georges at The Shinmonzen,Kyoto,Japan,1,The Shinmonzen
rest_0580,Higashiyama Tsukasa,Kyoto,Japan,1,
rest_0581,Sushi Rakumi,Kyoto,Japan,1,
rest_0582,Mizuno,Kyoto,Japan,1,
rest_0583,Noguchi Tsunagu,Kyoto,Japan,1,
rest_0584,Shimmonzen Yonemura,Kyoto,Japan,1,
rest_0585,Kappo Hassun,Kyoto,Japan,1,
rest_0586,DODICI,Kyoto,Japan,1,
rest_0587,Muromachi Wakuden,Kyoto,Japan,1,
rest_0588,cenci,Kyoto,Japan,1,
rest_0589,ima,Kyoto,Japan,1,
rest_0590,MASHIRO,Kyoto,Japan,1,
rest_0591,Korean Restaurant Byeoleeya,Kyoto,Japan,1,
rest_0592,Kentan Horibe,Kyoto,Japan,1,
rest_0593,Ayanokoji Karatsu,Kyoto,Japan,1,
rest_0594,la bûche,Kyoto,Japan,1,
rest_0595,MUBE,Kyoto,Japan,1,
rest_0596,Okina,Kyoto,Japan,1,
rest_0597,Tozentei,Kyoto,Japan,1,
rest_0598,Tenjaku,Kyoto,Japan,1,
rest_0599,KOGA,Kyoto,Japan,1,
rest_0600,La Biographie,Kyoto,Japan,1,
rest_0601,Kokyu,Kyoto,Japan,1,
rest_0602,Droit,Kyoto,Japan,1,
rest_0603,MOKO,Kyoto,Japan,1,
rest_0604,Mirei,Kyoto,Japan,1,
rest_0605,Gosho Iwasaki,Kyoto,Japan,1,
rest_0606,Vena,Kyoto,Japan,1,
rest_0607,Nijojo Furuta,Kyoto,Japan,1,
rest_0608,Nakamitsu,Kyoto,Japan,1,
rest_0609,Kiyama,Kyoto,Japan,1,
rest_0610,Tsujifusa,Kyoto,Japan,1,
rest_0611,shiro,Kyoto,Japan,1,
rest_0612,KOKE,Kyoto,Japan,1,
rest_0613,Torisaki,Kyoto,Japan,1,
rest_0614,Miyawaki,Kyoto,Japan,1,
rest_0615,Sokkon Fujimoto,Kyoto,Japan,1,
rest_0616,Gokomachi Tagawa,Kyoto,Japan,1,
rest_0617,Kyoryori Fujimoto,Kyoto,Japan,1,
rest_0618,Ogawa,Kyoto,Japan,1,
rest_0619,Uozuya,Kyoto,Japan,1,
rest_0620,Nijo Minami,Kyoto,Japan,1,
rest_0621,LA TABLE de Joël Robuchon,Tokyo,Japan,1,
rest_0622,Yama,Tokyo,Japan,1,
rest_0623,Sushi Matsuura,Tokyo,Japan,1,
rest_0624,Sushi Tanaka,Tokyo,Japan,1,
rest_0625,Sanosushi,Tokyo,Japan,1,
rest_0626,Yakumo Uezu,Tokyo,Japan,1,
rest_0627,Alchimiste,Tokyo,Japan,1,
rest_0628,Tempura Ginya,Tokyo,Japan,1,
rest_0629,ShinoiS,Tokyo,Japan,1,
rest_0630,Jizozushi,Tokyo,Japan,1,
rest_0631,BOTTEGA,Tokyo,Japan,1,
rest_0632,Piao-Xiang,Tokyo,Japan,1,
rest_0633,Hiroo Ishizaka,Tokyo,Japan,1,
rest_0634,TROIS VISAGES,Tokyo,Japan,1,
rest_0635,Nodaiwa Azabu Iikura Honten,Tokyo,Japan,1,
rest_0636,Azabujuban Fukuda,Tokyo,Japan,1,
rest_0637,au deco,Tokyo,Japan,1,
rest_0638,Seiju,Tokyo,Japan,1,
rest_0639,Seisoka,Tokyo,Japan,1,
rest_0640,Sushi Keita,Tokyo,Japan,1,
rest_0641,TOKi,Tokyo,Japan,1,
rest_0642,Tempura Miyashiro,Tokyo,Japan,1,
rest_0643,Tempura Maehira,Tokyo,Japan,1,
rest_0644,MAKIYAKI GINZA ONODERA,Tokyo,Japan,1,
rest_0645,PRIMO PASSO,Tokyo,Japan,1,
rest_0646,JO,Tokyo,Japan,1,
rest_0647,Sushi Yuki,Tokyo,Japan,1,
rest_0648,MANOIR,Tokyo,Japan,1,
rest_0649,Oryori Tsuji,Tokyo,Japan,1,
rest_0650,L'AFFINAGE,Tokyo,Japan,1,
rest_0651,FARO,Tokyo,Japan,1,
rest_0652,Ten Yokota,Tokyo,Japan,1,
rest_0653,Daigo,Tokyo,Japan,1,
rest_0654,Ippei Hanten,Tokyo,Japan,1,
rest_0655,hortensia,Tokyo,Japan,1,
rest_0656,Sushi Hashimoto,Tokyo,Japan,1,
rest_0657,Ginza Kousui,Tokyo,Japan,1,
rest_0658,abysse,Tokyo,Japan,1,
rest_0659,Gucci Osteria da Massimo Bottura Tokyo,Tokyo,Japan,1,
rest_0660,amarantos,Tokyo,Japan,1,
rest_0661,Shokuzen Abe,Tokyo,Japan,1,
rest_0662,Oniku Karyu,Tokyo,Japan,1,
rest_0663,ZURRIOLA,Tokyo,Japan,1,
rest_0664,Sorahana,Tokyo,Japan,1,
rest_0665,Series,Tokyo,Japan,1,
rest_0666,Ginza Kitagawa,Tokyo,Japan,1,
rest_0667,BEIGE Alain Ducasse,Tokyo,Japan,1,
rest_0668,Mutsukari,Tokyo,Japan,1,
rest_0669,Mētis Roppongi,Tokyo,Japan,1,
rest_0670,Waketokuyama,Tokyo,Japan,1,
rest_0671,Ren Mishina,Tokyo,Japan,1,
rest_0672,Koshikiryori Koki,Tokyo,Japan,1,
rest_0673,Sushi Kojima,Tokyo,Japan,1,
rest_0674,apothéose,Tokyo,Japan,1,
rest_0675,L'ATELIER de Joël Robuchon,Tokyo,Japan,1,
rest_0676,Kyobashi Tempura Fukamachi,Tokyo,Japan,1,
rest_0677,CRAFTALE,Tokyo,Japan,1,
rest_0678,hakunei,Tokyo,Japan,1,
rest_0679,Dominique Bouchet Tokyo,Tokyo,Japan,1,
rest_0680,Shimbashi Sasada,Tokyo,Japan,1,
rest_0681,Saucer,Tokyo,Japan,1,
rest_0682,TEN-MASA,Tokyo,Japan,1,
rest_0683,L'ARGENT,Tokyo,Japan,1,
rest_0684,Yakitori Takahashi,Tokyo,Japan,1,
rest_0685,Édition Koji Shimomura,Tokyo,Japan,1,
rest_0686,Towa,Tokyo,Japan,1,
rest_0687,Higashiyama Muku,Tokyo,Japan,1,
rest_0688,Les Saisons,Tokyo,Japan,1,Imperial Hotel Tokyo
rest_0689,Torakuro,Tokyo,Japan,1,Imperial Hotel Tokyo
rest_0690,Sushi Miura,Tokyo,Japan,1,
rest_0691,Jushu,Tokyo,Japan,1,
rest_0692,NéMo,Tokyo,Japan,1,
rest_0693,Kappo Muroi,Tokyo,Japan,1,
rest_0694,PRUNIER,Tokyo,Japan,1,
rest_0695,Tempura Yaguchi,Tokyo,Japan,1,
rest_0696,Nihombashi Sonoji,Tokyo,Japan,1,
rest_0697,le sputnik,Tokyo,Japan,1,
rest_0698,Edomae Shinsaku,Tokyo,Japan,1,
rest_0699,Nishiazabu Taku,Tokyo,Japan,1,
rest_0700,EWIG,Tokyo,Japan,1,
rest_0701,Sushi Ichijo,Tokyo,Japan,1,
rest_0702,LATURE,Tokyo,Japan,1,
rest_0703,Nogizaka Shin,Tokyo,Japan,1,
rest_0704,Miyasaka,Tokyo,Japan,1,
rest_0705,MONOLITH,Tokyo,Japan,1,
rest_0706,Sumibikappo SHIROSAKA,Tokyo,Japan,1,
rest_0707,La Gloire,Tokyo,Japan,1,
rest_0708,Edomae Sushi Hanabusa,Tokyo,Japan,1,
rest_0709,La Paix,Tokyo,Japan,1,
rest_0710,Sushi Masashi,Tokyo,Japan,1,
rest_0711,Sushi Ryujiro,Tokyo,Japan,1,
rest_0712,CYCLE by Mauro Colagreco,Tokyo,Japan,1,
rest_0713,nôl,Tokyo,Japan,1,DDD Hotel
rest_0714,itsuka,Tokyo,Japan,1,
rest_0715,Akasaka Shimabukuro,Tokyo,Japan,1,
rest_0716,Tenoshima,Tokyo,Japan,1,
rest_0717,mærge,Tokyo,Japan,1,
rest_0718,ESTERRE by Alain Ducasse,Tokyo,Japan,1,Palace Hotel Tokyo
rest_0719,Guchokuni,Tokyo,Japan,1,
rest_0720,Sushi Oya,Tokyo,Japan,1,
rest_0721,FUSHIKINO,Tokyo,Japan,1,
rest_0722,Tanimoto,Tokyo,Japan,1,
rest_0723,L'ÉTERRE,Tokyo,Japan,1,
rest_0724,Takumi Tatsuhiro,Tokyo,Japan,1,
rest_0725,Shigeyuki,Tokyo,Japan,1,
rest_0726,Oku,Tokyo,Japan,1,
rest_0727,Sharikimon Onozawa,Tokyo,Japan,1,
rest_0728,Ubuka,Tokyo,Japan,1,
rest_0729,Yotsuya Minemura,Tokyo,Japan,1,
rest_0730,Sushidokoro Kiraku,Tokyo,Japan,1,
rest_0731,Sincère,Tokyo,Japan,1,
rest_0732,KHAO,Tokyo,Japan,1,
rest_0733,Nabeno-Ism,Tokyo,Japan,1,
rest_0734,l'élan,Tokyo,Japan,1,
rest_0735,The French Laundry,Yountville,United States,3,
rest_0736,SingleThread,Healdsburg,United States,3,SingleThread Farm
rest_0737,Benu,San Francisco,United States,3,
rest_0738,Atelier Crenn,San Francisco,United States,3,
rest_0739,Quince,San Francisco,United States,3,
rest_0740,Californios,San Francisco,United States,3,
rest_0741,Enclos,Sonoma,United States,3,
rest_0742,Addison,San Diego,United States,3,Fairmont Grand Del Mar
rest_0743,Providence,Los Angeles,United States,3,
rest_0744,Somni,West Hollywood,United States,3,
rest_0745,Smyth,Chicago,United States,3,
rest_0746,Saison,San Francisco,United States,2,
rest_0747,Acquerello,San Francisco,United States,2,
rest_0748,Birdsong,San Francisco,United States,2,
rest_0749,Lazy Bear,San Francisco,United States,2,
rest_0750,Sons & Daughters,San Francisco,United States,2,
rest_0751,Kiln,San Francisco,United States,2,
rest_0752,Commis,Oakland,United States,2,
rest_0753,Aubergine,Carmel-by-the-Sea,United States,2,L'Auberge Carmel
rest_0754,Vespertine,Culver City,United States,2,
rest_0755,Harbor House Inn,Elk,United States,2,Harbor House Inn
rest_0756,Hayato,Los Angeles,United States,2,
rest_0757,Kato,Los Angeles,United States,2,
rest_0758,Mélisse,Santa Monica,United States,2,
rest_0759,Aquavit,New York,United States,2,
rest_0760,Aska,New York,United States,2,
rest_0761,Atera,New York,United States,2,
rest_0762,Blue Hill at Stone Barns,Tarrytown,United States,2,
rest_0763,César,New York,United States,2,
rest_0764,Chef's Table at Brooklyn Fare,New York,United States,2,
rest_0765,Gabriel Kreuther,New York,United States,2,
rest_0766,Jean-Georges,New York,United States,2,
rest_0767,Joo Ok,New York,United States,2,
rest_0768,odo,New York,United States,2,
rest_0769,Saga,New York,United States,2,
rest_0770,Sushi Noz,New York,United States,2,
rest_0771,The Modern,New York,United States,2,
rest_0772,Alinea,Chicago,United States,2,
rest_0773,Ever,Chicago,United States,2,
rest_0774,Kasama,Chicago,United States,2,
rest_0775,Oriole,Chicago,United States,2,
rest_0776,Jônt,Washington,United States,2,
rest_0777,minibar by José Andrés,Washington,United States,2,
rest_0778,The Inn at Little Washington,Washington (Virginia),United States,2,The Inn at Little Washington
rest_0779,L'Atelier de Joël Robuchon,Miami,United States,2,
