id,restaurant_code,name,michelin_stars,cuisine,city,country,country_flag,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,google_maps_url,located_in_hotel,property_name,worlds_50_best_rank,worlds_50_best_year
,rest_0443,Caprice,3,,Hong Kong,Hong Kong,🇭🇰,"6/F, Four Seasons Hotel Hong Kong, 8 Finance Street, Central, Hong Kong",22.286405,114.157097,ChIJzbDWTWIABDQRfEbzv7wxi40,,,,https://www.google.com/maps/place/?q=place_id:ChIJzbDWTWIABDQRfEbzv7wxi40,True,Four Seasons Hotel Hong Kong,,
,rest_0444,Forum,3,,Hong Kong,Hong Kong,🇭🇰,"1/F, Sino Plaza, 255-257 Gloucester Road, Causeway Bay, Hong Kong",22.281358,114.182299,ChIJt4qE4VYABDQR2MS3nZlE-xo,,,,https://www.google.com/maps/place/?q=place_id:ChIJt4qE4VYABDQR2MS3nZlE-xo,False,,,
,rest_0445,Sushi Shikon,3,,Hong Kong,Hong Kong,🇭🇰,"7/F, The Landmark Mandarin Oriental, 15 Queen’s Road Central, Central, Hong Kong",22.280532,114.157936,ChIJf4R5aHwABDQR2OIi4wZ1g58,,,,https://www.google.com/maps/place/?q=place_id:ChIJf4R5aHwABDQR2OIi4wZ1g58,True,The Landmark Mandarin Oriental,,
,rest_0446,Ta Vie,3,,Hong Kong,Hong Kong,🇭🇰,"2/F, The Pottinger Hong Kong, 74 Queen’s Road Central, Central, Hong Kong",22.282759,114.155346,ChIJB-qdUXsABDQRlotSKcO6_3Q,,,,https://www.google.com/maps/place/?q=place_id:ChIJB-qdUXsABDQRlotSKcO6_3Q,True,The Pottinger Hong Kong,,
,rest_0447,T'ang Court,3,,Hong Kong,Hong Kong,🇭🇰,"1/F and 2/F, The Langham Hong Kong, 8 Peking Road, Tsim Sha Tsui, Hong Kong",22.296412,114.169746,ChIJd2vXkvIABDQRX8k5mX-dJvU,,,,https://www.google.com/maps/place/?q=place_id:ChIJd2vXkvIABDQRX8k5mX-dJvU,True,The Langham Hong Kong,,
,rest_0461,Le Palais,3,,Taipei,Taiwan,🇹🇼,"17F, Palais de Chine Hotel, No. 3, Section 1, Chengde Road, Datong District, Taipei",25.049149,121.51687,ChIJr4YudW2pQjQR6s2rQHF7d5A,,,,https://www.google.com/maps/place/?q=place_id:ChIJr4YudW2pQjQR6s2rQHF7d5A,True,Palais de Chine Hotel,,
,rest_0462,Taïrroir,3,,Taipei,Taiwan,🇹🇼,"6F, No. 299, Lequn 3rd Road, Zhongshan District, Taipei",25.08278,121.559177,ChIJIduw3BKsQjQR3Gkz01ZqB8s,,,,https://www.google.com/maps/place/?q=place_id:ChIJIduw3BKsQjQR3Gkz01ZqB8s,False,,,
,rest_0463,JL Studio,3,,Taichung,Taiwan,🇹🇼,"2F, No. 689, Section 4, Yifeng Road, Nantun District, Taichung",24.150484,120.628543,ChIJpzHEAN09aTQRdBlo7PKl7A0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpzHEAN09aTQRdBlo7PKl7A0,False,,,
,rest_0471,Xin Rong Ji (Xinyuan South Road),3,,Beijing,China,🇨🇳,"1F, Qi Hao East Tower, 8 Xinyuan South Road, Chaoyang District, Beijing 100027",39.94737,116.45643,ChIJpUivl4Ss8TURC3ygTskJKgI,,,,https://www.google.com/maps/place/?q=place_id:ChIJpUivl4Ss8TURC3ygTskJKgI,False,,,
,rest_0473,Geranium,3,,Copenhagen,Denmark,🇩🇰,"Per Henrik Lings Allé 4, 8. sal, 2100 København",55.703748,12.572191,ChIJAQshwflSUkYRF9f4wpDIt7U,,,,https://www.google.com/maps/place/?q=place_id:ChIJAQshwflSUkYRF9f4wpDIt7U,False,,,
,rest_0474,Jordnær,3,,Gentofte,Denmark,🇩🇰,"Gentoftegade 29, 2820 Gentofte",55.748299,12.541208,ChIJWxyiJPFNUkYRTp10-YnYcNg,,,,https://www.google.com/maps/place/?q=place_id:ChIJWxyiJPFNUkYRTp10-YnYcNg,False,,,
,rest_0485,Kikunoi Honten,3,,Kyoto,Japan,🇯🇵,"459 Shimokawarachō, Higashiyama Ward, Kyoto 605-0825",35.001475,135.782056,ChIJVVXF5doIAWARUetIixOU-sw,,,,https://www.google.com/maps/place/?q=place_id:ChIJVVXF5doIAWARUetIixOU-sw,False,,,
,rest_0486,Hyotei,3,,Kyoto,Japan,🇯🇵,"35 Nanzenji Kusakawachō, Sakyo Ward, Kyoto 606-8437",35.011413,135.786762,ChIJw5-sbOAIAWAR3IVM2hFyg5A,,,,https://www.google.com/maps/place/?q=place_id:ChIJw5-sbOAIAWAR3IVM2hFyg5A,False,,,
,rest_0487,Miyamasou,3,,Kyoto,Japan,🇯🇵,"375 Hanaseharachichō, Sakyo Ward, Kyoto 601-1102",35.233241,135.792997,ChIJ_UQgQvW6AWARv8m8MI8Vzag,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_UQgQvW6AWARv8m8MI8Vzag,True,Miyamasou,,
,rest_0488,Mizai,3,,Kyoto,Japan,🇯🇵,"618 Maruyamachō, Higashiyama Ward, Kyoto 605-0071",35.002979,135.782352,ChIJnds0DdsIAWARE0dXPUqNYkc,,,,https://www.google.com/maps/place/?q=place_id:ChIJnds0DdsIAWARE0dXPUqNYkc,False,,,
,rest_0489,Gion Sasaki,3,,Kyoto,Japan,🇯🇵,"566-27 Komatsuchō, Higashiyama Ward, Kyoto 605-0811",34.998908,135.774996,ChIJQ5k9icYIAWARLllXhdR6meY,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ5k9icYIAWARLllXhdR6meY,False,,,
,rest_0490,Taian,3,,Osaka,Japan,🇯🇵,"1-21-2 Shimanouchi, Chuo Ward, Osaka 542-0082",34.673355,135.507215,ChIJq48uCT7nAGARla-2QjFW32U,,,,https://www.google.com/maps/place/?q=place_id:ChIJq48uCT7nAGARla-2QjFW32U,False,,,
,rest_0491,Kashiwaya Osaka Senriyama,3,,Osaka,Japan,🇯🇵,"2-5-18 Senriyamanishi, Suita, Osaka 565-0851",34.770327,135.50117,ChIJqfvZeunkAGAR_NKRUEtRPXE,,,,https://www.google.com/maps/place/?q=place_id:ChIJqfvZeunkAGAR_NKRUEtRPXE,False,,,
,rest_0492,Hajime,3,,Osaka,Japan,🇯🇵,"1F, 1-9-11 Edobori, Nishi Ward, Osaka 550-0002",34.688713,135.496057,ChIJDQRP2frmAGARBw_HFaCnauI,,,,https://www.google.com/maps/place/?q=place_id:ChIJDQRP2frmAGARBw_HFaCnauI,False,,,
,rest_0493,Myojaku,3,,Tokyo,Japan,🇯🇵,"B1F, 3-2-34 Nishiazabu, Minato City, Tokyo 106-0031",35.659429,139.726697,ChIJxxsn3a-LGGARYqb5FTmUL98,,,,https://www.google.com/maps/place/?q=place_id:ChIJxxsn3a-LGGARYqb5FTmUL98,False,,,
,rest_0500,Quintessence,3,Frans,Tokyo,Japan,🇯🇵,"6-7-29 Kitashinagawa, Shinagawa City, Tokyo 140-0001",35.623937,139.733109,ChIJ8T36HxCLGGARvpARPDyaKLA,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8T36HxCLGGARvpARPDyaKLA,False,,,
,rest_0501,Joël Robuchon,3,Frans,Tokyo,Japan,🇯🇵,"Ebisu Garden Place, 1-13-1 Mita, Meguro City, Tokyo 153-0062",35.641932,139.714583,ChIJGQRJhBaLGGAR5ZTJp9mQgtQ,,,,https://www.google.com/maps/place/?q=place_id:ChIJGQRJhBaLGGAR5ZTJp9mQgtQ,False,,,
,rest_0502,Sazenka,3,Chinees,Tokyo,Japan,🇯🇵,"4-7-5 Minamiazabu, Minato City, Tokyo 106-0047",35.649574,139.728363,ChIJqZDavAuLGGARV-fj_CVDFnI,,,,https://www.google.com/maps/place/?q=place_id:ChIJqZDavAuLGGARV-fj_CVDFnI,False,,,
,rest_0503,Azabu Kadowaki,3,Japans,Tokyo,Japan,🇯🇵,"2-7-2 Azabujuban, Minato City, Tokyo 106-0045",35.655939,139.733611,ChIJYU2Yvp-LGGAR1DkkJqFIZz4,,,,https://www.google.com/maps/place/?q=place_id:ChIJYU2Yvp-LGGAR1DkkJqFIZz4,False,,,
,rest_0504,Harutaka,3,Sushi,Tokyo,Japan,🇯🇵,"6F, 8-3-1 Ginza, Chuo City, Tokyo 104-0061",35.669228,139.759249,ChIJ04DI3-iLGGARdv1aRxgdFO0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ04DI3-iLGGARdv1aRxgdFO0,False,,,
,rest_0505,L'OSIER,3,Frans,Tokyo,Japan,🇯🇵,"7-5-5 Ginza, Chuo City, Tokyo 104-0061",35.669647,139.761244,ChIJBwTDyeiLGGAR6u34mg9lSEA,,,,https://www.google.com/maps/place/?q=place_id:ChIJBwTDyeiLGGAR6u34mg9lSEA,False,,,
,rest_0506,Kanda,3,Japans,Tokyo,Japan,🇯🇵,"1F, Toranomon Hills Residential Tower, 1-1-1 Atago, Minato City, Tokyo 105-0002",35.66589,139.748168,ChIJP-dHJnSLGGAR6lRM5169Uj0,,,,https://www.google.com/maps/place/?q=place_id:ChIJP-dHJnSLGGAR6lRM5169Uj0,False,,,
,rest_0507,RyuGin,3,Japans,Tokyo,Japan,🇯🇵,"7F, Tokyo Midtown Hibiya, 1-1-2 Yurakucho, Chiyoda City, Tokyo 100-0006",35.67427,139.759278,ChIJaZF5wHmLGGARycW1JhshDjY,,,,https://www.google.com/maps/place/?q=place_id:ChIJaZF5wHmLGGARycW1JhshDjY,False,,,
,rest_0508,L'Effervescence,3,Frans,Tokyo,Japan,🇯🇵,"2-26-4 Nishiazabu, Minato City, Tokyo 106-0031",35.660214,139.719405,ChIJV7oGAWWLGGARslO9OGTuG-A,,,,https://www.google.com/maps/place/?q=place_id:ChIJV7oGAWWLGGARslO9OGTuG-A,False,,,
,rest_0509,Kagurazaka Ishikawa,3,Japans,Tokyo,Japan,🇯🇵,"1F, Takamura Building, 5-37 Kagurazaka, Shinjuku City, Tokyo 162-0825",35.701202,139.739467,ChIJa0WEW1qMGGARPztXG-uvYjI,,,,https://www.google.com/maps/place/?q=place_id:ChIJa0WEW1qMGGARPztXG-uvYjI,False,,,
,rest_0510,Isshisoden Nakamura,3,Japans,Kyoto,Japan,🇯🇵,"136 Matsushitacho, Nakagyo Ward, Kyoto 604-8093",35.01038,135.76508,ChIJzYVfPY4IAWAR9YmMkv5T9Rk,,,,https://www.google.com/maps/place/?q=place_id:ChIJzYVfPY4IAWAR9YmMkv5T9Rk,False,,,
,rest_0735,The French Laundry,3,Frans,Yountville,United States,🇺🇸,"6640 Washington St, Yountville, CA 94599",38.40444,-122.364971,ChIJAAAAAERVhIARYeTLvbbzAxs,,,,https://www.google.com/maps/place/?q=place_id:ChIJAAAAAERVhIARYeTLvbbzAxs,False,,,
,rest_0736,SingleThread,3,Nieuw-Amerikaans,Healdsburg,United States,🇺🇸,"131 North St, Healdsburg, CA 95448",38.612303,-122.869703,ChIJ8TVwjTMXhIARQ5MLkvMyVvY,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8TVwjTMXhIARQ5MLkvMyVvY,True,SingleThread Farm,,
,rest_0737,Benu,3,Aziatisch-Amerikaans,San Francisco,United States,🇺🇸,"22 Hawthorne St, San Francisco, CA 94105",37.785501,-122.39904,ChIJSToWqn2AhYAR1CuH2iGMvuo,,,,https://www.google.com/maps/place/?q=place_id:ChIJSToWqn2AhYAR1CuH2iGMvuo,False,,,
,rest_0738,Atelier Crenn,3,Frans,San Francisco,United States,🇺🇸,"3127 Fillmore St, San Francisco, CA 94123",37.798332,-122.435961,ChIJx1ULhNCAhYARSRq9NDWTeqI,,,,https://www.google.com/maps/place/?q=place_id:ChIJx1ULhNCAhYARSRq9NDWTeqI,False,,,
,rest_0739,Quince,3,Italiaans,San Francisco,United States,🇺🇸,"470 Pacific Ave, San Francisco, CA 94133",37.79743,-122.403306,ChIJ8biHnb-AhYARSpU8MDPb5vs,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8biHnb-AhYARSpU8MDPb5vs,False,,,
,rest_0740,Californios,3,Mexicaans,San Francisco,United States,🇺🇸,"355 11th St, San Francisco, CA 94103",37.771298,-122.413044,ChIJIfD0wjh-j4ARbWVBlaGpKnU,,,,https://www.google.com/maps/place/?q=place_id:ChIJIfD0wjh-j4ARbWVBlaGpKnU,False,,,
,rest_0741,Enclos,3,Californisch,Sonoma,United States,🇺🇸,"139 E Napa St, Sonoma, CA 95476",38.291519,-122.455846,ChIJKUxebcKvhYARsK13AtWct1E,,,,https://www.google.com/maps/place/?q=place_id:ChIJKUxebcKvhYARsK13AtWct1E,False,,,
,rest_0742,Addison,3,Californisch,San Diego,United States,🇺🇸,"5200 Grand Del Mar Way, San Diego, CA 92130",32.941577,-117.19907,ChIJrVfI5sEH3IARfAmbFue9xNc,,,,https://www.google.com/maps/place/?q=place_id:ChIJrVfI5sEH3IARfAmbFue9xNc,True,Fairmont Grand Del Mar,,
,rest_0743,Providence,3,Vis en zeevruchten,Los Angeles,United States,🇺🇸,"5955 Melrose Ave, Los Angeles, CA 90038",34.08367,-118.330025,ChIJaUBtetO-woARqyrV4ASPECg,,,,https://www.google.com/maps/place/?q=place_id:ChIJaUBtetO-woARqyrV4ASPECg,False,,,
,rest_0744,Somni,3,Creatief,West Hollywood,United States,🇺🇸,"9045 Nemo St, West Hollywood, CA 90069",34.082541,-118.3884,ChIJVa5jok65woARLJWEqmHTCp8,,,,https://www.google.com/maps/place/?q=place_id:ChIJVa5jok65woARLJWEqmHTCp8,False,,,
,rest_0745,Smyth,3,Creatief,Chicago,United States,🇺🇸,"177 N Ada St #101, Chicago, IL 60607",41.884972,-87.660559,ChIJxRcpzSctDogRBKHyFUKauHc,,,,https://www.google.com/maps/place/?q=place_id:ChIJxRcpzSctDogRBKHyFUKauHc,False,,,
