candidate_id,country_code,restaurant_name,resolved_city,city_id,michelin_stars_manifest,michelin_stars_final,star_corrected,coordinate_quality,latitude,longitude,has_michelin_url,hotel_link,classification,notes
fr_0133,FR,Aldehyde,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8549738,2.3553822,yes,,APPROVED_FOR_IMPORT,
fr_0134,FR,Pavyllon Paris,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8661093,2.3156834,yes,,APPROVED_FOR_IMPORT,Located in Pavillon Ledoyen -- property relationship candidate; see fr_0125 note
fr_0135,FR,Oxte,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8758951,2.2954072,yes,,APPROVED_FOR_IMPORT,
fr_0136,FR,Tomy & Co,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8605426,2.3094173,yes,,APPROVED_FOR_IMPORT,
fr_0138,FR,Alan Geaam,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8714572,2.2923141,yes,,APPROVED_FOR_IMPORT,
fr_0139,FR,Lucas Carton,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8695227,2.3230867,yes,,APPROVED_FOR_IMPORT,
fr_0140,FR,Divellec,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8610190,2.3113026,yes,,APPROVED_FOR_IMPORT,
fr_0142,FR,Ze Kitchen Galerie,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8550884,2.3412458,yes,,APPROVED_FOR_IMPORT,
fr_0143,FR,Relais Louis XIII,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8546194,2.3407781,yes,,APPROVED_FOR_IMPORT,
fr_0144,FR,Tour d'Argent,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8498300,2.3549148,yes,,APPROVED_FOR_IMPORT,
fr_0146,FR,Don Juan II,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8621538,2.2937134,yes,,APPROVED_FOR_IMPORT,Boat restaurant (Seine river cruise) -- fixed mooring/departure point address used
fr_0147,FR,Mallory Gabsi,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8767720,2.2915790,yes,,APPROVED_FOR_IMPORT,
fr_0148,FR,Sola,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8515784,2.3483405,yes,,APPROVED_FOR_IMPORT,
fr_0149,FR,Geoélia,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8632163,2.2746988,yes,,APPROVED_FOR_IMPORT,
fr_0150,FR,Pilgrim,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8426266,2.3138853,yes,,APPROVED_FOR_IMPORT,
fr_0151,FR,Ochre,Rueil-Malmaison,72154dcd-a047-43f0-858b-2eaa4f98d3dd,1,1,no,VENUE_EXACT,48.8778050,2.1829283,yes,,APPROVED_FOR_IMPORT,
fr_0152,FR,Comice,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8494670,2.2760946,yes,,APPROVED_FOR_IMPORT,
fr_0154,FR,Neige d'Été,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8454117,2.2990085,yes,,APPROVED_FOR_IMPORT,
fr_0155,FR,Nakatani,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8484024,2.3195757,yes,,APPROVED_FOR_IMPORT,
fr_0156,FR,L'Archeste,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8617957,2.2781329,yes,,APPROVED_FOR_IMPORT,
fr_0158,FR,Quinsou,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8476949,2.3254795,yes,,APPROVED_FOR_IMPORT,
fr_0161,FR,Le Jules Verne,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8581328,2.2944968,yes,,APPROVED_FOR_IMPORT,"2-star; located inside the Eiffel Tower itself, 2nd floor -- property relationship candidate"
fr_0162,FR,Solstice,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8401697,2.3458453,yes,,APPROVED_FOR_IMPORT,
fr_0163,FR,MoSuke,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8362236,2.3223968,yes,,APPROVED_FOR_IMPORT,
fr_0164,FR,Aida,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,VENUE_EXACT,48.8501791,2.3187017,yes,,APPROVED_FOR_IMPORT,
fr_0165,FR,Chakaiseki Akiyoshi,Paris,54ae8294-e4cf-474e-9848-be81f7d9b945,1,1,no,ADDRESS_EXACT,48.8469863,2.2988330,yes,,APPROVED_FOR_IMPORT,
fr_0166,FR,Maison Avoise,Issy-les-Moulineaux,a6c8c013-3fbb-4920-bc9f-3e4db3623863,1,1,no,VENUE_EXACT,48.8173934,2.2663558,yes,,APPROVED_FOR_IMPORT,
fr_0167,FR,L'Escarbille,Meudon,7ae19ec4-99cb-4511-bda3-d9d2ddfefd43,1,1,no,VENUE_EXACT,48.8202070,2.2268570,yes,,APPROVED_FOR_IMPORT,
fr_0168,FR,Le Jardin des Plumes,Giverny,3dc183ef-46d2-404a-9f0b-6206069d091a,1,1,no,VENUE_EXACT,49.0755336,1.5255082,yes,,APPROVED_FOR_IMPORT,
fr_0169,FR,Le Panoramique - Domaine de la Corniche,Rolleboise,9c6a3e8a-3322-4ed7-b50c-a811465c058c,1,1,no,ADDRESS_EXACT,49.0226790,1.6093510,yes,,APPROVED_FOR_IMPORT,Located in hotel Domaine de la Corniche -- property relationship candidate
fr_0170,FR,Le Corot,Ville-d'Avray,c19c8578-fbfc-4a9d-a5ee-eef8062ee2f1,1,1,no,VENUE_EXACT,48.8220544,2.1833136,yes,,APPROVED_FOR_IMPORT,2-star; located in Les Etangs de Corot hotel -- property relationship candidate
fr_0171,FR,La Merise,Laubach,377b7de6-7351-47ec-b22c-1440244178a5,2,2,no,VENUE_EXACT,48.8800905,7.7224713,yes,,APPROVED_FOR_IMPORT,2-star; Relais & Chateaux
fr_0172,FR,Château d'Adoménil,Lunéville,b85125e6-0ded-4278-b381-8b93f569c321,1,1,no,VENUE_EXACT,48.5649431,6.4626324,yes,,APPROVED_FOR_IMPORT,Located in Adomenil-Rehainviller hamlet; hotel property -- relationship candidate
fr_0173,FR,Ducasse au Château de Versailles - Le Grand Contrôle,Versailles,ec76c224-10b2-48a4-932c-9cd67110c087,1,1,no,ADDRESS_EXACT,48.8013918,2.1199697,yes,,APPROVED_FOR_IMPORT,Located in Airelles hotel within Chateau de Versailles grounds -- property relationship candidate
fr_0174,FR,Gordon Ramsay au Trianon,Versailles,ec76c224-10b2-48a4-932c-9cd67110c087,1,1,no,VENUE_EXACT,48.8106968,2.1201661,yes,,APPROVED_FOR_IMPORT,Located in Waldorf Astoria Versailles Trianon Palace hotel -- property relationship candidate
fr_0176,FR,La Table du 11,Versailles,ec76c224-10b2-48a4-932c-9cd67110c087,1,1,no,VENUE_EXACT,48.8027978,2.1228474,yes,,APPROVED_FOR_IMPORT,
fr_0177,FR,Au Gourmet,Drusenheim,0f499b14-60dc-49c2-93f2-397a66f55316,1,1,no,ADDRESS_EXACT,48.7536412,7.9448202,yes,,APPROVED_FOR_IMPORT,
fr_0178,FR,Ruche,Gambais,8534688c-0ec5-44e4-8f27-76f03a92b4f9,1,1,no,ADDRESS_EXACT,48.7822418,1.6868992,yes,,APPROVED_FOR_IMPORT,Located in Domaine les Bruyeres -- property relationship candidate
fr_0179,FR,Burnel,Rouvres-en-Xaintois,a9f16b04-66c3-4ed1-b46a-4ec6f968f3dd,1,1,no,VENUE_EXACT,48.3112756,6.0320776,yes,,APPROVED_FOR_IMPORT,"Hotel-restaurant, family-run since 1919 -- property relationship candidate"
fr_0180,FR,Le Jardin Secret,La Wantzenau,67abefa1-0d0a-4924-b92a-23dcc335f9f7,1,1,no,VENUE_EXACT,48.6648596,7.8251948,yes,,APPROVED_FOR_IMPORT,
fr_0181,FR,Le Relais de la Poste,La Wantzenau,67abefa1-0d0a-4924-b92a-23dcc335f9f7,1,1,no,ADDRESS_EXACT,48.6610296,7.8228158,yes,,APPROVED_FOR_IMPORT,Also a hotel -- property relationship candidate
fr_0182,FR,Hostellerie la Montagne,Colombey-les-Deux-Églises,47417715-9688-4602-93ee-be3129580643,1,1,no,ADDRESS_EXACT,48.2226717,4.8901755,yes,,APPROVED_FOR_IMPORT,Also a hotel -- property relationship candidate
fr_0183,FR,Guillaume Scheer - Les Plaisirs Gourmands,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,ADDRESS_EXACT,48.5897433,7.7633871,yes,,APPROVED_FOR_IMPORT,RELOCATED: moved from Schiltigheim to this Strasbourg address in 2025 -- current verified address used
fr_0184,FR,Au Crocodile,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,VENUE_EXACT,48.5836836,7.7474302,yes,,APPROVED_FOR_IMPORT,
fr_0185,FR,1741,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,VENUE_EXACT,48.5805139,7.7536241,yes,,APPROVED_FOR_IMPORT,
fr_0186,FR,Umami,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,VENUE_EXACT,48.5809302,7.7430415,yes,,APPROVED_FOR_IMPORT,
fr_0187,FR,Les Funambules,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,VENUE_EXACT,48.5870033,7.7677385,yes,,APPROVED_FOR_IMPORT,3-star
fr_0188,FR,L'Axel,Fontainebleau,d10c3d04-9dca-4e82-81dd-a70da965b400,1,1,no,VENUE_EXACT,48.4049204,2.6972177,yes,,APPROVED_FOR_IMPORT,
fr_0189,FR,de:ja,Strasbourg,fc1715c6-e85d-4ac7-8b43-86ef6679e99d,1,1,no,VENUE_EXACT,48.5873526,7.7685662,yes,,APPROVED_FOR_IMPORT,
fr_0190,FR,La Cheneaudière - Le Feuillage,Colroy-la-Roche,a9d46787-38ee-47d0-9223-d127ef3aa651,1,1,no,ADDRESS_EXACT,48.3915029,7.1837222,yes,,APPROVED_FOR_IMPORT,Located in La Cheneaudiere hotel/spa -- property relationship candidate
fr_0191,FR,Thierry Schwartz - Table Naturelle,Obernai,49407654-ccf1-4374-98f2-fb1095b9b521,1,1,no,ADDRESS_EXACT,48.4605127,7.4837230,yes,,APPROVED_FOR_IMPORT,
fr_0192,FR,La Fourchette des Ducs,Obernai,49407654-ccf1-4374-98f2-fb1095b9b521,2,2,no,VENUE_EXACT,48.4620168,7.4884059,yes,,APPROVED_FOR_IMPORT,2-star
fr_0193,FR,Maximin Hellio,Deauville,2e7281c9-f6a0-4717-9a79-94b335128635,1,1,no,VENUE_EXACT,49.3591011,0.0768938,yes,,APPROVED_FOR_IMPORT,
fr_0194,FR,L'Essentiel,Deauville,2e7281c9-f6a0-4717-9a79-94b335128635,1,1,no,VENUE_EXACT,49.3600808,0.0793646,yes,,APPROVED_FOR_IMPORT,
fr_0195,FR,Auberge Chez Guth,Steige,131bec33-f761-48e7-824a-de6053072be8,1,1,no,VENUE_EXACT,48.3630544,7.2461042,yes,,APPROVED_FOR_IMPORT,
fr_0196,FR,La Madeleine,Sens,a88b1164-2c6f-4374-b67c-94cde2701223,1,1,no,VENUE_EXACT,48.1956695,3.2740062,yes,,APPROVED_FOR_IMPORT,
fr_0197,FR,Enfin,Barr,145d6a54-ee94-4343-beb2-380d4d66b9cd,1,1,no,VENUE_EXACT,48.4042771,7.4262170,yes,,APPROVED_FOR_IMPORT,
fr_0198,FR,Les Ducs de Lorraine,Épinal,b7a702fe-9db1-45c1-b967-b4ab8f612fa0,1,1,no,VENUE_EXACT,48.1690530,6.4490810,yes,,APPROVED_FOR_IMPORT,
fr_0199,FR,Auberge Frankenbourg,La Vancelle,39b7968f-8e4b-4274-9a3d-4556c3ceb732,1,1,no,VENUE_EXACT,48.2837569,7.3028608,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0200,FR,Symbiose,Cabourg,b893bc10-72df-4d58-8555-05f6cfb06a96,1,1,no,VENUE_EXACT,49.2924422,-0.1142648,yes,,APPROVED_FOR_IMPORT,
fr_0201,FR,Au Vieux Couvent,Rhinau,2f8d3eec-d9bb-4d52-8acc-62a0ab5c2b55,1,1,no,VENUE_EXACT,48.3172142,7.7069461,yes,,APPROVED_FOR_IMPORT,
fr_0202,FR,Château de Courban,Courban,e5334264-304a-40f9-a314-019327eed321,1,1,no,VENUE_EXACT,47.9194326,4.7376545,yes,,APPROVED_FOR_IMPORT,Located in a hotel/spa -- property relationship candidate
fr_0203,FR,Le Georges,Chartres,3b7b8293-c025-4de8-8907-5ed90f07d629,1,1,no,VENUE_EXACT,48.4443245,1.4831603,yes,,APPROVED_FOR_IMPORT,Located in Le Grand Monarque hotel -- property relationship candidate
fr_0204,FR,La Table du Gourmet,Riquewihr,56efa338-0289-4127-99e6-e1763dfa14e6,1,1,no,VENUE_EXACT,48.1663362,7.2971109,yes,,APPROVED_FOR_IMPORT,
fr_0205,FR,La Côte Saint-Jacques,Joigny,51446476-90b4-4219-b931-fbb5b1d048d5,2,2,no,VENUE_EXACT,47.9833237,3.3856709,yes,,APPROVED_FOR_IMPORT,2-star; hotel-restaurant -- property relationship candidate
fr_0206,FR,La Table d'Olivier Nasti,Kaysersberg,d922bbca-5d5e-42c9-893b-667ae5981e75,2,2,no,ADDRESS_EXACT,48.1527693,7.2473640,yes,,APPROVED_FOR_IMPORT,"2-star; located in Hotel Le Chambard -- exact street address not found in search snippets, only 'heart of Kaysersberg'. Will rely on venue-name Nominatim search / Le Chambard hotel resolution."
fr_0207,FR,Auberge de l'Ill,Illhaeusern,dc072252-d9a9-4c85-9731-fe8533663e47,2,2,no,ADDRESS_EXACT,48.1836510,7.4326186,yes,,APPROVED_FOR_IMPORT,"2-star; Relais & Chateaux, hotel-restaurant -- property relationship candidate"
fr_0208,FR,Alchémille,Kaysersberg,d922bbca-5d5e-42c9-893b-667ae5981e75,1,1,no,VENUE_EXACT,48.1487680,7.2500958,yes,,APPROVED_FOR_IMPORT,
fr_0209,FR,Restaurant Julien Binz,Ammerschwihr,7398b130-6c60-4a47-916b-6722fd505d06,1,1,no,VENUE_EXACT,48.1256164,7.2830728,yes,,APPROVED_FOR_IMPORT,
fr_0210,FR,Bulle d'Osier,Langres,2ddf7520-1818-4d88-bd6f-b0372f11481c,2,2,no,VENUE_EXACT,47.8588674,5.3334172,yes,,APPROVED_FOR_IMPORT,2-star; located at Clos Vauban mansion -- property relationship candidate
fr_0211,FR,La Nouvelle Auberge,Wihr-au-Val,b6a4122b-f2d2-4551-b294-385384dd7ef7,1,1,no,VENUE_EXACT,48.0462742,7.2084231,yes,,APPROVED_FOR_IMPORT,
fr_0212,FR,L'Atelier du Peintre,Colmar,b2dfeafa-638f-43c5-bc38-ec3bc63b0160,1,1,no,VENUE_EXACT,48.0763230,7.3579581,yes,,APPROVED_FOR_IMPORT,
fr_0213,FR,JY'S,Colmar,b2dfeafa-638f-43c5-bc38-ec3bc63b0160,2,2,no,VENUE_EXACT,48.0740801,7.3587011,yes,,APPROVED_FOR_IMPORT,2-star
fr_0214,FR,Restaurant Girardin,Colmar,b2dfeafa-638f-43c5-bc38-ec3bc63b0160,1,1,no,ADDRESS_EXACT,48.0786266,7.3555401,yes,,APPROVED_FOR_IMPORT,Located in Maison des Tetes hotel -- property relationship candidate
fr_0215,FR,Ivan Vautier,Caen,7dfe2a7f-8367-46b5-bf25-b4d782944a94,1,1,no,VENUE_EXACT,49.1740659,-0.3903580,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0217,FR,Erre,Chassy,348d1e15-e8f3-4007-83cb-5140b39a24d1,2,2,no,VENUE_EXACT,47.8444722,3.3006728,yes,,APPROVED_FOR_IMPORT,"Located at Domaine du Roncemay hotel/golf estate -- no street number found, will rely on estate-name venue resolution. Note: Michelin Guide also separately lists 'JK Restaurant' at what appears to be "
fr_0218,FR,Auberge des Templiers,Boismorand,31cb4798-b2fa-4be5-99c2-32d9484cb58a,1,1,no,VENUE_EXACT,47.8005509,2.7392175,yes,,APPROVED_FOR_IMPORT,"Relais & Chateaux, hotel-restaurant -- property relationship candidate"
fr_0219,FR,L'Orchidée,Ensisheim,bec062db-4583-4386-bbc1-7574ed9d8618,1,1,no,VENUE_EXACT,47.8651116,7.3526597,yes,,APPROVED_FOR_IMPORT,"Hotel-restaurant, relocated to Ensisheim -- current address used"
fr_0220,FR,La Renaissance,Argentan,b2530fba-1b09-4c75-ac47-b1e56cb19fdd,1,1,no,VENUE_EXACT,48.7392227,-0.0286111,yes,,APPROVED_FOR_IMPORT,"Full name Hostellerie de la Renaissance -- hotel-restaurant, property relationship candidate"
fr_0221,FR,Il Cortile,Mulhouse,53faef3c-5079-4f90-9676-175aff45d9b2,1,1,no,VENUE_EXACT,47.7475183,7.3338510,yes,,APPROVED_FOR_IMPORT,
fr_0222,FR,Le 7ème Continent,Rixheim,68896973-72a2-4757-ab20-9a05b0a24c3a,1,1,no,VENUE_EXACT,47.7480341,7.4030500,yes,,APPROVED_FOR_IMPORT,
fr_0223,FR,Côté Jardin,Gien,26acbb41-0eb4-4116-b10e-41dbc898bc93,1,1,no,ADDRESS_EXACT,47.6803684,2.6295598,yes,,APPROVED_FOR_IMPORT,
fr_0224,FR,Le Pily,Cherbourg-en-Cotentin,672c9bac-fceb-41ac-b86b-c8fcdc7af83c,1,1,no,VENUE_EXACT,49.6391994,-1.6197755,yes,,APPROVED_FOR_IMPORT,
fr_0226,FR,Le Pot d'Étain,Danjoutin,58b4932e-5863-46a5-ad8a-fdf47d2c28a0,1,1,no,VENUE_EXACT,47.6161683,6.8595405,yes,,APPROVED_FOR_IMPORT,
fr_0227,FR,Le Valucien - Château de Vault-de-Lugny,Vault-de-Lugny,825400dd-3192-416d-aa96-a480499bd80d,1,1,no,ADDRESS_EXACT,47.4956804,3.8534627,yes,,APPROVED_FOR_IMPORT,Located in Chateau de Vault-de-Lugny hotel -- property relationship candidate
fr_0229,FR,Auberge Saint-Laurent,Sierentz,cc643124-c844-4714-84c1-1589fe5df94d,1,1,no,VENUE_EXACT,47.6540322,7.4538723,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0230,FR,Auberge de la Charme,Prenois,832e62f4-73e3-496c-9583-47a83060f3ec,1,1,no,VENUE_EXACT,47.3756859,4.8989149,yes,,APPROVED_FOR_IMPORT,
fr_0231,FR,Loiseau des Ducs,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,1,1,no,VENUE_EXACT,47.3207666,5.0411946,yes,,APPROVED_FOR_IMPORT,
fr_0232,FR,William Frachot,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,2,2,no,VENUE_EXACT,47.3212699,5.0357882,yes,,APPROVED_FOR_IMPORT,2-star; located in Hotel Chapeau Rouge -- property relationship candidate
fr_0233,FR,CIBO,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,1,1,no,VENUE_EXACT,47.3219045,5.0454523,yes,,APPROVED_FOR_IMPORT,
fr_0234,FR,L'Aspérule,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,1,1,no,VENUE_EXACT,47.3248138,5.0450367,yes,,APPROVED_FOR_IMPORT,
fr_0235,FR,Origine,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,1,1,no,VENUE_EXACT,47.3159220,5.0442541,yes,,APPROVED_FOR_IMPORT,Full name 'Origine par Tomofumi Uchimura'
fr_0236,FR,La Maison des Cariatides,Dijon,12ba86d9-436a-4c18-bc33-5fdae7a4c170,1,1,no,VENUE_EXACT,47.3228898,5.0440946,yes,,APPROVED_FOR_IMPORT,
fr_0237,FR,Auberge de la Mine,La Ferrière-aux-Étangs,0c479106-5562-45a6-9245-db4cc6b00b0b,1,1,no,VENUE_EXACT,48.6468846,-0.5220790,yes,,APPROVED_FOR_IMPORT,
fr_0239,FR,La Côte d'Or,Saulieu,561b9b74-9cd3-4f14-b558-b73ac156224f,2,2,no,VENUE_EXACT,47.2799319,4.2321854,yes,,APPROVED_FOR_IMPORT,"2-star; also known as Le Relais Bernard Loiseau -- hotel-restaurant, property relationship candidate"
fr_0240,FR,Maison Medard,Boulleret,99f06e86-cdc1-400c-9d9d-a7687ddd0ebc,1,1,no,VENUE_EXACT,47.4239922,2.8744052,yes,,APPROVED_FOR_IMPORT,
fr_0241,FR,La Table d'Hôtes - La Rôtisserie du Chambertin,Gevrey-Chambertin,dcac85fd-cd32-4f07-bf1c-f05a207f9e23,1,1,no,ADDRESS_EXACT,47.2242228,4.9698866,yes,,APPROVED_FOR_IMPORT,"Hotel-restaurant with two dining concepts (Bistrot Lucien + Table d'Hotes) -- this candidate is the starred Table d'Hotes, confirmed via specific Michelin URL"
fr_0242,FR,Ezia,Montlivault,c2646afc-15ae-4d62-b19c-15ee25c9d00e,1,1,no,ADDRESS_EXACT,47.6409832,1.4450750,yes,,APPROVED_FOR_IMPORT,
fr_0243,FR,La Pomme d'Or,Sancerre,0f5e7fdf-08e9-495a-bd3d-af5cc2779529,1,1,no,VENUE_EXACT,47.3298076,2.8390977,yes,,APPROVED_FOR_IMPORT,
fr_0244,FR,Le Mascaret,Blainville-sur-Mer,8d59d997-4bcc-4208-b05a-c210277eda42,1,1,no,VENUE_EXACT,49.0674580,-1.5839646,yes,,APPROVED_FOR_IMPORT,
fr_0245,FR,Château du Mont Joly,Sampans,d3005db9-f726-4d91-a4db-9cc77101ae00,1,1,no,VENUE_EXACT,47.1232721,5.4567873,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0246,FR,L'Auberge de Bagatelle,Le Mans,b866b129-3ca4-4079-aceb-4552bb6c40b5,1,1,no,ADDRESS_EXACT,47.9994656,0.2355883,yes,,APPROVED_FOR_IMPORT,
fr_0248,FR,Christophe Hay - Fleur de Loire,Blois,8ae46a50-3c74-4a8a-9a6b-9c0689422241,2,2,no,ADDRESS_EXACT,47.5828307,1.3372281,yes,,APPROVED_FOR_IMPORT,2-star; hotel-restaurant -- property relationship candidate
fr_0249,FR,L'Étang du Moulin,Bonnétage,02a670d8-8433-41e2-9ed1-bcb33648c7a4,1,1,no,ADDRESS_EXACT,47.1977410,6.7215270,yes,,APPROVED_FOR_IMPORT,
fr_0251,FR,La Chaumière,Dole,905b47dc-b16e-4c22-a989-54b74e3cc9b4,1,1,no,VENUE_EXACT,47.0650155,5.4950426,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0252,FR,Clos du Cèdre,Beaune,fa28691a-6089-460f-b874-bac4f1bd46e2,1,1,no,PROPERTY_EXACT,47.0270252,4.8356366,yes,,APPROVED_FOR_IMPORT,Located in Hostellerie Cedre & Spa -- property relationship candidate
fr_0253,FR,Granica,Cellettes,45a155d8-7f8a-46cf-bf55-d9f31801fc7b,1,1,no,ADDRESS_EXACT,47.5259520,1.3828510,yes,,APPROVED_FOR_IMPORT,
fr_0254,FR,Auprès du Clocher,Pommard,027ea1ee-ca97-41d4-a9dd-a5dade192226,1,1,no,VENUE_EXACT,47.0089647,4.7953807,yes,,APPROVED_FOR_IMPORT,
fr_0255,FR,L'Éveil des Sens,Mayenne,6e9134fe-b6eb-48a9-a605-24bc2d92976a,1,1,no,VENUE_EXACT,48.3060345,-0.6084292,yes,,APPROVED_FOR_IMPORT,
fr_0256,FR,Le Carmin,Beaune,fa28691a-6089-460f-b874-bac4f1bd46e2,1,1,no,VENUE_EXACT,47.0225329,4.8375903,yes,,APPROVED_FOR_IMPORT,
fr_0258,FR,Table de Levernois,Levernois,fc55ae91-b1b5-4db3-8ac5-cd219313ac94,1,1,no,ADDRESS_EXACT,46.9926570,4.8794597,yes,,APPROVED_FOR_IMPORT,Located in Hostellerie de Levernois -- property relationship candidate
fr_0259,FR,Grand Hôtel du Lion d'Or,Romorantin-Lanthenay,64c83467-0d27-4de8-b53f-047e7ba15ffb,1,1,no,ADDRESS_EXACT,47.3602147,1.7438779,yes,,APPROVED_FOR_IMPORT,"Hotel-restaurant, also known as Lion d'Or 1774 -- property relationship candidate"
fr_0261,FR,Maison Lameloise,Chagny,f7785d5b-9fe0-4a01-9e98-e8f6d716663d,2,2,no,VENUE_EXACT,46.9078413,4.7529574,yes,,APPROVED_FOR_IMPORT,3-star; hotel-restaurant -- property relationship candidate
fr_0262,FR,Auberge Sauvage,Servon,969b377e-d399-419e-ac4c-d45c6bbd6f6e,1,1,no,ADDRESS_EXACT,48.1205417,-1.4581438,yes,,APPROVED_FOR_IMPORT,
fr_0263,FR,La Table du Grapiot,Pupillin,b7765f55-9f9d-4ea0-90b1-1cf8a8c6d2b1,1,1,no,VENUE_EXACT,46.8834195,5.7605375,yes,,APPROVED_FOR_IMPORT,"Also listed under 'Le Grapiot' -- same restaurant, confirmed via corroborating source"
fr_0264,FR,Château de Pray,Amboise,bf03839f-51a2-4416-b319-29ad9d6cf940,2,2,no,VENUE_EXACT,47.4250013,1.0160999,yes,,APPROVED_FOR_IMPORT,"Hotel-restaurant, physically in Chargé commune but Michelin-listed under Amboise -- kept as Amboise per source city on file"
fr_0265,FR,Cédric Burtin,Saint-Rémy,2d7e5097-8fa1-491e-938d-185d9d06ca2d,2,2,no,ADDRESS_EXACT,46.7598528,4.8204424,yes,,APPROVED_FOR_IMPORT,"Address already verified in the earlier city-coverage homonym check (Saint-Remy, Saone-et-Loire) -- reused, not re-researched"
fr_0266,FR,Le Bon Accueil,Malbuisson,481cbd06-1236-4cc5-bf74-a4237c04d250,1,1,no,VENUE_EXACT,46.7973475,6.3033276,yes,,APPROVED_FOR_IMPORT,Hotel-restaurant -- property relationship candidate
fr_0267,FR,La Table Breizh Café,Cancale,06861720-61b1-4706-8740-cd8deb095f32,1,1,no,ADDRESS_EXACT,48.6708793,-1.8518172,yes,,APPROVED_FOR_IMPORT,
fr_0268,FR,Le Coquillage,Saint-Méloir-des-Ondes,924530aa-714d-4d87-a42d-8f1dec822486,2,2,no,VENUE_EXACT,48.6430426,-1.8710769,yes,,APPROVED_FOR_IMPORT,"3-star; located at Chateau Richeux hotel -- no street number found, will rely on estate-name venue resolution"
fr_0269,FR,L'Opidom,Fondettes,1c28eb4d-84ef-4f74-a01f-d316cd576a7f,1,1,no,VENUE_EXACT,47.3926587,0.6445855,yes,,APPROVED_FOR_IMPORT,
fr_0270,FR,L'Évidence,Montbazon,77409eb2-8c4f-425f-ab5e-4ec5ac6db5a6,1,1,no,VENUE_EXACT,47.2873484,0.7134191,yes,,APPROVED_FOR_IMPORT,
fr_0271,FR,Le Saint Placide,Saint-Malo,b70c9b2c-f522-409e-a1e2-9b6183a059a3,1,1,no,VENUE_EXACT,48.6296729,-2.0106116,yes,,APPROVED_FOR_IMPORT,Located in Saint-Servan-sur-Mer sub-district of Saint-Malo -- kept as Saint-Malo per source city on file
