hotel_code,candidate_id,name,city,country,address,latitude,longitude,google_place_id,michelin_url,website_url,booking_url,michelin_keys,key_status,key_evidence,inclusion_reason
hotel_763,p2_064,Estelle Manor,Witney,United Kingdom,"Eynsham Park, North Leigh, Oxfordshire, OX29 6PN, England",51.8078183,-1.4278458,,https://guide.michelin.com/us/en/hotels-stays/north-leigh/estelle-manor-13559,https://estellemanor.com/,,1,confirmed,'One Michelin Key in North Leigh',michelin_key_and_worlds_50_best
hotel_764,p2_065,Gleneagles,Auchterarder,United Kingdom,"The Gleneagles Hotel, Auchterarder, Perthshire, Scotland",56.2829063,-3.7517399,,https://guide.michelin.com/us/en/hotels-stays/auchterarder/the-gleneagles-hotel-11426,https://www.gleneagles.com/,,3,confirmed,'awarded 3 Michelin Keys...only Scottish hotel',michelin_key_and_worlds_50_best
hotel_765,p2_066,NoMad London,London,United Kingdom,"28 Bow Street, London",51.5135071,-0.1220797,,https://guide.michelin.com/en/hotels-stays/london/nomad-london-11950,https://www.thenomadhotel.com/london/,,1,confirmed,'awarded One-MICHELIN-Key',michelin_key_and_worlds_50_best
hotel_766,p2_067,Raffles London at The OWO,London,United Kingdom,"57 Whitehall, London",51.5055488,-0.125098,,https://guide.michelin.com/gb/en/hotels-stays/london/raffles-london-at-the-owo-123591-13407,https://www.raffles.com/london/,,3,confirmed,'awarded Three MICHELIN Keys',michelin_key_and_worlds_50_best
hotel_767,p2_068,The Connaught,London,United Kingdom,"Carlos Place, Mayfair, London",51.5102521,-0.1498169,,https://guide.michelin.com/gr/en/hotels-stays/london/the-connaught-5891,https://www.the-connaught.co.uk/,,3,confirmed,'rare Three MICHELIN Keys and Three MICHELIN Stars',michelin_key_and_worlds_50_best
hotel_768,p2_069,The Emory,London,United Kingdom,"Old Barrack Yard, London",51.501951,-0.154946,,https://guide.michelin.com/us/en/hotels-stays/london/the-emory-13706,https://www.the-emory.co.uk/,,1,confirmed,"'One MICHELIN Key, Knightsbridge/Belgravia'",michelin_key_and_worlds_50_best
hotel_769,p2_070,The Newt in Somerset,Castle Cary,United Kingdom,"Hadspen, Bruton, near Castle Cary, Somerset",51.0812007,-2.490817,,https://guide.michelin.com/us/en/hotels-stays/bruton/the-newt-in-somerset-13497,https://thenewtinsomerset.com/,,3,confirmed,'awarded Three Michelin Keys in the inaugural selection',michelin_key_and_worlds_50_best
hotel_770,p2_071,The Savoy,London,United Kingdom,"Strand, London",51.5101494,-0.1205205,,https://guide.michelin.com/en/hotels-stays/london/the-savoy-6697,https://www.thesavoylondon.com/,,3,confirmed,'awarded Three MICHELIN Keys...one of eight hotels in London',michelin_key_and_worlds_50_best
hotel_771,p2_072,Aman New York,New York,United States,"The Crown Building, 730 Fifth Avenue, New York, NY",40.762892,-73.974565,,https://guide.michelin.com/us/en/hotels-stays/nyc/aman-new-york-13416,https://www.aman.com/hotels/aman-new-york,,3,confirmed,'one of just four Three Key hotels in New York',michelin_key_and_worlds_50_best
hotel_772,p2_073,Amangiri,Canyon Point,United States,"1 Kayenta Road, Canyon Point, UT",37.014599,-111.611298,ChIJq-qcNtwhNYcRazgIZDEKTIc,,https://www.aman.com/resorts/amangiri,,3,confirmed,'Amangiri added Three MICHELIN Keys...highest hotel honor',michelin_key_and_worlds_50_best
hotel_773,p2_074,Equinox Hotel New York,New York City,United States,"33 Hudson Yards, New York, NY",40.7545403,-74.0020334,,https://guide.michelin.com/us/en/hotels-stays/nyc/equinox-hotel-new-york-11130,https://equinox-hotels.com/nyc/,,,unknown,"Listing confirmed, no explicit key-count text surfaced",worlds_50_best
hotel_774,p2_075,Four Seasons at The Surf Club,Surfside,United States,"9011 Collins Avenue, Surfside, FL",25.8773181,-80.1211661,,https://guide.michelin.com/us/en/hotels-stays/miami/four-seasons-hotel-at-the-surf-club-12443,https://www.fourseasons.com/surfside/,,2,confirmed,Four Seasons press release: 'Awarded Two Michelin Keys',michelin_key_and_worlds_50_best
hotel_775,p2_076,Hotel Bel-Air,Los Angeles,United States,"701 Stone Canyon Road, Los Angeles, CA",34.086597,-118.446351,ChIJ4XfXK_G8woARbUYxTMpyDo8,https://guide.michelin.com/en/hotels-stays/los-angeles-area/hotel-belair-5941,https://www.dorchestercollection.com/los-angeles/hotel-bel-air/,,3,confirmed,Dorchester press release: 'earn three MICHELIN Key Award',michelin_key_and_worlds_50_best
hotel_776,p2_077,San Ysidro Ranch,Santa Barbara,United States,"900 San Ysidro Lane, Santa Barbara, CA",34.447046,-119.623345,,https://guide.michelin.com/us/en/hotels-stays/santa-barbara/san-ysidro-ranch-7575,https://www.sanysidroranch.com/,,,unknown,"Listing exists; only Stonehouse restaurant recognition found, no hotel Key tier",worlds_50_best
hotel_777,p2_078,The Beverly Hills Hotel,Los Angeles,United States,"9641 Sunset Boulevard, Beverly Hills, CA",34.0814361,-118.4136917,ChIJjWrkXge8woARQa2f1ewAZqA,,https://www.dorchestercollection.com/los-angeles/the-beverly-hills-hotel/,,3,confirmed,Dorchester press release: 'Three MICHELIN Key designation',michelin_key_and_worlds_50_best
hotel_778,p2_079,The Carlyle,New York,United States,"35 East 76th Street, New York, NY",40.7744,-73.9631,ChIJEQ6D9pRYwokR5TXzH7ACo7I,https://guide.michelin.com/us/en/hotels-stays/nyc/the-carlyle-186,https://www.rosewoodhotels.com/en/the-carlyle-new-york,,2,confirmed,'receiving Two MICHELIN Keys designation',michelin_key_and_worlds_50_best
hotel_779,p2_080,The Fifth Avenue Hotel,New York,United States,"1 West 28th Street, New York, NY",40.744913,-73.9875253,,,https://www.thefifthavenuehotel.com/,,2,confirmed,'a Two-MICHELIN-Key hotel located in NoMad',michelin_key_and_worlds_50_best
hotel_780,p2_081,The Greenwich Hotel,New York,United States,"377 Greenwich Street, New York, NY",40.7198261,-74.0099111,,https://guide.michelin.com/us/en/hotels-stays/nyc/the-greenwich-hotel-6079,https://www.thegreenwichhotel.com/,,1,confirmed,'One Michelin Key in New York City',michelin_key_and_worlds_50_best
hotel_781,p2_082,The Mark,New York,United States,"25 East 77th Street (Madison Avenue at 77th Street), New York, NY",40.7752444,-73.9634361,,https://guide.michelin.com/en/hotels-stays/nyc/the-mark-hotel-5617,https://www.themarkhotel.com/,,2,confirmed,'holds Two MICHELIN Keys',michelin_key_and_worlds_50_best
