hotel_code,name,city,country,address,postal_code,latitude,longitude,google_place_id,location_classification,geocode_source,geocode_notes,coordinate_validation_issues,website_url,michelin_url,michelin_keys,key_status,inclusion_reason
hotel_751,Aman Nai Lert,Bangkok,Thailand,"1 Soi Somkid, Lumpini, Pathumwan, Bangkok 10330, Thailand",10330,13.746968,100.5463261,,READY_HIGH,aman.com (own site + resolved Maps short link),,,https://www.aman.com/hotels/aman-nai-lert-bangkok,https://guide.michelin.com/rs/en/hotels-stays/bangkok/aman-nai-lert-13857,2,confirmed,michelin_key_and_worlds_50_best
hotel_752,Capella Bangkok,Bangkok,Thailand,"300/2 Charoen Krung Rd (Soi Charoenkrung 62), Yan Nawa, Sathon, Bangkok 10120, Thailand",10120,13.7132727,100.5111616,,READY_MEDIUM,theworlds50best.com + secondary sources (address); OSM/Nominatim (coordinates),capellahotels.com 403'd on every page,,https://capellahotels.com/en/capella-bangkok,https://guide.michelin.com/en/hotels-stays/bangkok/capella-bangkok-12207,2,confirmed,michelin_key_and_worlds_50_best
hotel_753,Dusit Thani Bangkok,Bangkok,Thailand,"98 Rama IV Road, Silom, Bang Rak, Bangkok 10500, Thailand",10500,13.7282719,100.5381009,ChIJNR_QAkSf4jARbTRljQDBL70,READY_HIGH,dusit.com (own site: address + explicit place_id in directions link); cross-validated via independent maps.app.goo.gl short link,"Hotel rebuilt/reopened Sept 2024 with new address numbering; used current official address, not stale pre-2024 one",,https://www.dusit.com/dusitthani-bangkok/,https://guide.michelin.com/us/en/hotels-stays/bangkok/dusit-thani-bangkok-14928,1,confirmed,michelin_key_and_worlds_50_best
hotel_754,Four Seasons Bangkok at Chao Phraya River,Bangkok,Thailand,"300/1 Charoen Krung Road, Yannawa, Sathorn, Bangkok 10120, Thailand",10120,13.7117012,100.5099107,,READY_MEDIUM,fourseasons.com address corroborated via theworlds50best/hotelplanner/MICHELIN (site itself 403'd); OSM dedicated hotel POI,"Took care not to conflate with the adjacent ""Four Seasons Private Residences"" tower (separate OSM/Wikipedia entry)",,https://www.fourseasons.com/bangkok/,https://guide.michelin.com/en/hotels-stays/bangkok/four-seasons-bangkok-13358,2,confirmed,michelin_key_and_worlds_50_best
hotel_755,Mandarin Oriental Bangkok,Bangkok,Thailand,"48 Oriental Avenue, Bang Rak, Bangkok 10500, Thailand",10500,13.7238854,100.5141549,,READY_MEDIUM,mandarinoriental.com (address via search aggregation); OSM dedicated hotel POI (exact house number match); Wikipedia cross-check (~50m away),,,https://www.mandarinoriental.com/en/bangkok/chao-phraya-river,https://guide.michelin.com/us/en/hotels-stays/bangkok/mandarin-oriental-bangkok-6088,3,confirmed,michelin_key_and_worlds_50_best
hotel_756,Rosewood Bangkok,Bangkok,Thailand,"1041/38 Ploenchit Road, Lumpini, Pathumwan, Bangkok 10330, Thailand",10330,13.74338,100.54976,,READY_MEDIUM,"rosewoodhotels.com (address only, no map link found); Wikidata Q55631993 (coordinates)",,,https://www.rosewoodhotels.com/en/bangkok,https://guide.michelin.com/th/th/hotels-stays/bangkok/rosewood-bangkok-11140,2,confirmed,michelin_key_and_worlds_50_best
hotel_757,The Siam,Bangkok,Thailand,"3/2 Thanon Khao, Vachirapayabal, Dusit, Bangkok 10300, Thailand",10300,13.7814475,100.5053826,,READY_MEDIUM,thesiamhotel.com (address only); OSM geocode matching street name + postal code exactly,,,https://www.thesiamhotel.com/,https://guide.michelin.com/us/en/hotels-stays/bangkok/the-siam-7829,3,confirmed,michelin_key_and_worlds_50_best
hotel_758,Maçakızı,Bodrum,Turkey,"Kesire Mevkii, Narçiçeği Sokak, 48400 Göltürkbükü (Bodrum), Türkiye",48400,37.136472,27.380201,,READY_HIGH,"macakizi.com ""location-transport"" page (own site, full Google Maps URL)",,,https://www.macakizi.com/,https://guide.michelin.com/en/hotels-stays/bodrum/macakizi-5656,,unknown,worlds_50_best
hotel_759,Atlantis The Royal,Dubai,United Arab Emirates,"Crescent Road, The Palm Jumeirah, Dubai, UAE (P.O. Box 211222)",none (UAE has no postal codes),25.137842,55.1273367,,READY_MEDIUM,"atlantis.com corroborated via press (own site's location page timed out every attempt); OSM dedicated POI, cross-validated with Wikipedia (~50m away)","Took care to distinguish from the older, separate ""Atlantis The Palm"" resort on the same island",,https://www.atlantis.com/dubai/atlantis-the-royal,https://guide.michelin.com/en/hotels-stays/palm-jumeirah/atlantis-the-royal-dubai-12999,3,confirmed,michelin_key_and_worlds_50_best
hotel_760,Jumeirah Marsa Al Arab,Dubai,United Arab Emirates,"Umm Suqeim 3, Jumeirah Road, Dubai, UAE",,25.1442961,55.1903353,,READY_HIGH,"jumeirah.com (own site, address + resolved Maps short link)",Confirmed distinct from Atlantis The Royal and The Lana — no cross-contamination,,https://www.jumeirah.com/en/stay/dubai/jumeirah-marsa-al-arab,https://guide.michelin.com/us/en/hotels-stays/dubai/jumeirah-marsa-al-arab-16587,,unknown,worlds_50_best
hotel_761,The Lana,Dubai,United Arab Emirates,"Marasi Drive, Business Bay, Dubai, UAE",,25.188041,55.2882653,,READY_MEDIUM,dorchestercollection.com 403'd every attempt; OSM geocode,"OSM entry is a shared building record with ""The Residences, Dorchester Collection"" — same building/address, but no distinct hotel-entrance street number isolated",,https://www.dorchestercollection.com/dubai/the-lana,https://guide.michelin.com/en/hotels-stays/dubai/the-lana-dorchester-collection-13525,1,confirmed,michelin_key_and_worlds_50_best
hotel_762,Claridge's,London,United Kingdom,"Claridge's, Brook Street, Mayfair, London, W1K 4HR, UK",W1K 4HR,51.5125,-0.1475,,READY_MEDIUM,"maybourne.com (address, no map link found); Wikipedia (coordinates)",,,https://www.claridges.co.uk/,https://guide.michelin.com/en/hotels-stays/london/claridges-5908,3,confirmed,michelin_key_and_worlds_50_best
hotel_763,Estelle Manor,Witney,United Kingdom,"Eynsham Park, North Leigh, Oxfordshire, OX29 6PN, England",OX29 6PN,51.8078183,-1.4278458,,READY_MEDIUM,"estellemanor.com (address, no map link found); OSM geocode, exact name+postcode match",,,https://estellemanor.com/,https://guide.michelin.com/us/en/hotels-stays/north-leigh/estelle-manor-13559,1,confirmed,michelin_key_and_worlds_50_best
hotel_764,Gleneagles,Auchterarder,United Kingdom,"The Gleneagles Hotel, Auchterarder, Perthshire, Scotland",PH3 1NF,56.2829063,-3.7517399,,READY_HIGH,gleneagles.com (address); Google Maps search (name-matched),No street address exists (rural resort); alt. postcode PH3 1SH sometimes used for satnav,,https://www.gleneagles.com/,https://guide.michelin.com/us/en/hotels-stays/auchterarder/the-gleneagles-hotel-11426,3,confirmed,michelin_key_and_worlds_50_best
hotel_765,NoMad London,London,United Kingdom,"28 Bow Street, London",WC2E 7AW,51.5135071,-0.1220797,,READY_HIGH,"Hilton/NoMad site (redirect, 403'd — address via search corroboration, hotelplanner, Michelin listing); Google Maps search (exact name match)",Official site 403'd on fetch; address triple-corroborated by independent secondary sources,,https://www.thenomadhotel.com/london/,https://guide.michelin.com/en/hotels-stays/london/nomad-london-11950,1,confirmed,michelin_key_and_worlds_50_best
hotel_766,Raffles London at The OWO,London,United Kingdom,"57 Whitehall, London",SW1A 2BX,51.5055488,-0.125098,,READY_HIGH,"raffles.com/london (address); OpenStreetMap/Nominatim (""The OWO, 57 Whitehall Place"" — exact building match)","OSM shows building postcode as SW1A 2AW (Whitehall Place frontage) vs official SW1A 2BX (Whitehall frontage) — same building, two street frontages",,https://www.raffles.com/london/,https://guide.michelin.com/gb/en/hotels-stays/london/raffles-london-at-the-owo-123591-13407,3,confirmed,michelin_key_and_worlds_50_best
hotel_767,The Connaught,London,United Kingdom,"Carlos Place, Mayfair, London",W1K 2AL,51.5102521,-0.1498169,,READY_HIGH,"maybourne.com/the-connaught (address); Google Maps search (exact name match ""The Connaught · Carlos Pl"")",,,https://www.the-connaught.co.uk/,https://guide.michelin.com/gr/en/hotels-stays/london/the-connaught-5891,3,confirmed,michelin_key_and_worlds_50_best
hotel_768,The Emory,London,United Kingdom,"Old Barrack Yard, London",SW1X 7NP,51.501951,-0.154946,,READY_MEDIUM,maybourne.com/the-emory (address); OpenStreetMap/Nominatim (street-level geocode of Old Barrack Yard),"Coordinate is the street/alley centroid, not a building-specific pin — Old Barrack Yard is a small private cul-de-sac where The Emory is the sole occupant, so risk is low but not building-verified",,https://www.the-emory.co.uk/,https://guide.michelin.com/us/en/hotels-stays/london/the-emory-13706,1,confirmed,michelin_key_and_worlds_50_best
hotel_769,The Newt in Somerset,Castle Cary,United Kingdom,"Hadspen, Bruton, near Castle Cary, Somerset",BA7 7NG,51.0812007,-2.490817,,READY_HIGH,"thenewtinsomerset.com contact page (GPS 51°04'52""N 2°29'25.2""W, matches) + on-site Google Maps short-link (name-matched ""The Newt in Somerset"")",Two independent primary-site sources agree to ~5 decimal places,,https://thenewtinsomerset.com/,https://guide.michelin.com/us/en/hotels-stays/bruton/the-newt-in-somerset-13497,3,confirmed,michelin_key_and_worlds_50_best
hotel_770,The Savoy,London,United Kingdom,"Strand, London",WC2R 0EZ,51.5101494,-0.1205205,,READY_HIGH,"thesavoylondon.com (on-site Google Maps short-link, name-matched ""The Savoy""); postcode via secondary corroboration","Official site gives ""Savoy Court, London"" without postcode; postcode confirmed by several independent secondary sources",,https://www.thesavoylondon.com/,https://guide.michelin.com/en/hotels-stays/london/the-savoy-6697,3,confirmed,michelin_key_and_worlds_50_best
hotel_771,Aman New York,New York,United States,"The Crown Building, 730 Fifth Avenue, New York, NY",10019,40.762892,-73.974565,,READY_HIGH,aman.com/hotels/aman-new-york (address); Apple Maps (exact address+name match); Wikipedia (corroborating coords),,,https://www.aman.com/hotels/aman-new-york,https://guide.michelin.com/us/en/hotels-stays/nyc/aman-new-york-13416,3,confirmed,michelin_key_and_worlds_50_best
hotel_772,Amangiri,Canyon Point,United States,"1 Kayenta Road, Canyon Point, UT",84741-0285,37.014599,-111.611298,ChIJq-qcNtwhNYcRazgIZDEKTIc,READY_HIGH,"aman.com/resorts/amangiri (address); Google Maps (explicit query_place_id param, name-matched)",,,https://www.aman.com/resorts/amangiri,,3,confirmed,michelin_key_and_worlds_50_best
hotel_773,Equinox Hotel New York,New York City,United States,"33 Hudson Yards, New York, NY",10001,40.7545403,-74.0020334,,READY_HIGH,equinox-hotels.com/nyc (address); Google Maps search (exact name match),"A CID appeared with a malformed feature-ID prefix — unreliable, not reported",,https://equinox-hotels.com/nyc/,https://guide.michelin.com/us/en/hotels-stays/nyc/equinox-hotel-new-york-11130,,unknown,worlds_50_best
hotel_774,Four Seasons at The Surf Club,Surfside,United States,"9011 Collins Avenue, Surfside, FL",33154,25.8773181,-80.1211661,,READY_HIGH,fourseasons.com/surfside (403'd — secondary corroboration); OpenStreetMap/Nominatim (exact name match),Official site blocked (403); strong independent corroboration,,https://www.fourseasons.com/surfside/,https://guide.michelin.com/us/en/hotels-stays/miami/four-seasons-hotel-at-the-surf-club-12443,2,confirmed,michelin_key_and_worlds_50_best
hotel_775,Hotel Bel-Air,Los Angeles,United States,"701 Stone Canyon Road, Los Angeles, CA",90077,34.086597,-118.446351,ChIJ4XfXK_G8woARbUYxTMpyDo8,READY_HIGH,dorchestercollection.com (403'd — secondary corroboration); Google Maps search (name-matched); Waze,"Official site blocked (403); note separate ""Hotel Bel-Air Spa"" building nearby — used hotel-proper coordinate",,https://www.dorchestercollection.com/los-angeles/hotel-bel-air/,https://guide.michelin.com/en/hotels-stays/los-angeles-area/hotel-belair-5941,3,confirmed,michelin_key_and_worlds_50_best
hotel_776,San Ysidro Ranch,Santa Barbara,United States,"900 San Ysidro Lane, Santa Barbara, CA",93108,34.447046,-119.623345,,READY_HIGH,sanysidroranch.com (address); Google Maps search (name-matched),"Google/Apple list locality as ""Montecito"" vs site's ""Santa Barbara"" — same building, local mailing variance",,https://www.sanysidroranch.com/,https://guide.michelin.com/us/en/hotels-stays/santa-barbara/san-ysidro-ranch-7575,,unknown,worlds_50_best
hotel_777,The Beverly Hills Hotel,Los Angeles,United States,"9641 Sunset Boulevard, Beverly Hills, CA",90210,34.0814361,-118.4136917,ChIJjWrkXge8woARQa2f1ewAZqA,READY_HIGH,"dorchestercollection.com (403'd — secondary corroboration); Google Maps (explicit query_place_id, name-matched)",Official site blocked (403); corroborated incl. Wikidata,,https://www.dorchestercollection.com/los-angeles/the-beverly-hills-hotel/,,3,confirmed,michelin_key_and_worlds_50_best
hotel_778,The Carlyle,New York,United States,"35 East 76th Street, New York, NY",10021,40.7744,-73.9631,ChIJEQ6D9pRYwokR5TXzH7ACo7I,READY_HIGH,"rosewoodhotels.com/the-carlyle-new-york (address); Google Maps (explicit place_id in URL, name-matched)",,,https://www.rosewoodhotels.com/en/the-carlyle-new-york,https://guide.michelin.com/us/en/hotels-stays/nyc/the-carlyle-186,2,confirmed,michelin_key_and_worlds_50_best
hotel_779,The Fifth Avenue Hotel,New York,United States,"1 West 28th Street, New York, NY",10001,40.744913,-73.9875253,,READY_HIGH,"thefifthavenuehotel.com (on-site Google Maps short-link, name-matched)",,,https://www.thefifthavenuehotel.com/,,2,confirmed,michelin_key_and_worlds_50_best
hotel_780,The Greenwich Hotel,New York,United States,"377 Greenwich Street, New York, NY",10013,40.7198261,-74.0099111,,READY_HIGH,thegreenwichhotel.com (on-site Google Maps short-link),,,https://www.thegreenwichhotel.com/,https://guide.michelin.com/us/en/hotels-stays/nyc/the-greenwich-hotel-6079,1,confirmed,michelin_key_and_worlds_50_best
hotel_781,The Mark,New York,United States,"25 East 77th Street (Madison Avenue at 77th Street), New York, NY",10075,40.7752444,-73.9634361,,READY_HIGH,themarkhotel.com (address); Wikipedia (corroborating coords),"Identity double-checked: Upper East Side property (Madison/77th), not another ""Mark""",,https://www.themarkhotel.com/,https://guide.michelin.com/en/hotels-stays/nyc/the-mark-hotel-5617,2,confirmed,michelin_key_and_worlds_50_best
