restaurant_code,restaurant_name_as_listed,year,rank,list_type,confidence,match_method,evidence_source,status
rest_0327,Arpège,2012,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2012,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0321,Restaurant Frantzén,2012,20,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07; match note: Same Stockholm venue under its 2013-era name ""Frantzén/Lindeberg"" (Björn Frantzén and Daniel Lindeberg's original partnership name); catalogue lists it under the current name ""Frantzén"".",proposed
rest_0186,Aqua,2012,22,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0189,Vendôme,2012,23,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0310,Narisawa,2012,27,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2012,28,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0237,Schloss Schauenstein,2012,30,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0296,Asador Etxebarri,2012,31,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0315,Le Calandre,2012,32,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0037,De Librije,2012,33,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0133,Pujol,2012,36,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2012,40,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0165,Hof van Cleve,2012,42,top_50,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2012,43,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0442,Amber,2012,44,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0473,Geranium,2012,49,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2012 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0037,De Librije,2013,57,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0762,Blue Hill At Stone Barns,2013,63,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0339,Martin Berasategui,2013,64,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0298,Gaggan,2013,66,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0443,Caprice,2013,73,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0380,Dal Pescatore,2013,74,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07; match note: Same venue (Canneto sull'Oglio); historical listings sometimes truncate to ""Canneto"".",proposed
rest_0454,Lung King Heen,2013,75,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0124,Les Amis,2013,81,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0176,Die Schwarzwaldstube,2013,83,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0212,Tantris,2013,85,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0236,Hotel De Ville,2013,88,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07; match note: Same venue (Crissier); historical listings append chef name (Philippe Rochat) which the parser mis-split as a city.",proposed
rest_0449,Bo Innovation,2013,90,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0500,Quintessence,2013,95,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0766,Jean Georges,2013,98,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 51-100 list, retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2013,1,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2013,3,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2013,4,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0045,Eleven Madison Park,2013,5,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0335,Arzak,2013,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0266,Steirereck,2013,9,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0189,Vendôme,2013,10,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0080,Per Se,2013,11,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0321,Frantzén/Lindeberg,2013,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Same Stockholm venue under its 2013-era name ""Frantzén/Lindeberg"" (Björn Frantzén and Daniel Lindeberg's original partnership name); catalogue lists it under the current name ""Frantzén"".",proposed
rest_0772,Alinea,2013,15,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0327,Arpège,2013,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0133,Pujol,2013,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2013,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0310,Narisawa,2013,20,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2013,22,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0165,Hof van Cleve,2013,25,top_50,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2013,26,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2013,27,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0186,Aqua,2013,30,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0442,Amber,2013,36,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0441,8 1/2 Otto e Mezzo Bombana,2013,39,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0316,Piazza Duomo,2013,41,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0237,Schloss Schauenstein,2013,42,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0296,Asador Etxebarri,2013,44,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0473,Geranium,2013,45,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2013,47,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0322,Septime,2013,49,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2013 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0322,Septime,2014,52,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0762,Blue Hill at Stone Barns,2014,54,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0454,Lung King Heen,2014,66,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0441,8½ Otto E Mezzo Bombana,2014,67,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0746,Saison,2014,69,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0193,Tim Raue,2014,78,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0430,Maaemo,2014,79,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0176,Die Schwarzwaldstube,2014,83,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0443,Caprice,2014,85,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0124,Les Amis,2014,86,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0279,Taubenkobel,2014,89,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0380,Dal Pescatore Canneto,2014,90,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07; match note: Same venue (Canneto sull'Oglio); historical listings sometimes truncate to ""Canneto"".",proposed
rest_0138,Boragó,2014,91,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0044,Restaurant Diverxo,2014,94,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0272,Landhaus Bacher,2014,96,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07; match note: Same venue; catalogue uses full town name ""Mautern an der Donau"".",proposed
rest_0449,Bo Innovation,2014,97,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0766,Jean Georges,2014,98,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 51-100 list, retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2014,2,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2014,3,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0045,Eleven Madison Park,2014,4,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2014,6,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0335,Arzak,2014,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0772,Alinea,2014,9,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0189,Vendôme,2014,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0310,Narisawa,2014,14,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0266,Steirereck,2014,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0298,Gaggan,2014,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0133,Pujol,2014,20,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2014,21,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0321,Restaurant Frantzén,2014,23,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Same Stockholm venue under its 2013-era name ""Frantzén/Lindeberg"" (Björn Frantzén and Daniel Lindeberg's original partnership name); catalogue lists it under the current name ""Frantzén"".",proposed
rest_0442,Amber,2014,24,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0327,Arpège,2014,25,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0338,Azurmendi,2014,26,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0186,Aqua,2014,28,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0037,De Librije,2014,29,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0080,Per Se,2014,30,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2014,33,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0296,Asador Etxebarri,2014,34,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0339,Martín Berasategui,2014,35,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0316,Piazza Duomo,2014,39,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2014,41,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0473,Geranium,2014,42,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0237,Schloss Schauenstein,2014,43,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0735,The French Laundry,2014,44,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0165,Hof van Cleve,2014,45,top_50,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2014,46,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2014 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0473,Geranium,2015,51,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0193,Tim Raue,2015,52,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0165,Hof Van Cleve,2015,54,extended_51_100,medium,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0746,Saison,2015,56,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0322,Septime,2015,57,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0044,Diverxo,2015,59,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0339,Martin Berasategui,2015,61,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0441,8 1/2 Otto e Mezzo Bombana,2015,62,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0430,Maaemo,2015,64,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0037,De Librije,2015,71,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0508,L'Effervescence,2015,85,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0492,Hajime,2015,86,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0324,Belcanto,2015,91,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0454,Lung King Heen,2015,99,extended_51_100,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 51-100 list, retrieved 2026-08-07",proposed
rest_0337,El Celler de Can Roca,2015,1,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0078,Osteria Francescana,2015,2,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0045,Eleven Madison Park,2015,5,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0356,Mugaritz,2015,6,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Errenteria, Gipuzkoa, near San Sebastian) across all years; press commonly labels it ""San Sebastian"".",proposed
rest_0310,Narisawa,2015,8,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0298,Gaggan,2015,10,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0327,Arpège,2015,12,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0296,Asador Etxebarri,2015,13,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Axpe, municipality of Atxondo, Biscay) across all years; ""Axte""/""Atxondo"" are spelling/administrative variants of Axpe.",proposed
rest_0266,Steirereck,2015,15,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Historical listings use the short form ""Steirereck""; catalogue carries the full official name ""Steirereck im Stadtpark"", same Vienna venue.",proposed
rest_0133,Pujol,2015,16,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0335,Arzak,2015,17,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0059,Le Bernardin,2015,18,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0338,Azurmendi,2015,19,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0772,Alinea,2015,26,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0316,Piazza Duomo,2015,27,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0507,Nihonryori Ryugin,2015,29,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Historical ""Nihonryori RyuGin"" is the full-form name for the same Tokyo venue the catalogue lists as ""RyuGin"".",proposed
rest_0189,Vendôme,2015,30,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0321,Restaurant Frantzén,2015,31,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Same Stockholm venue under its 2013-era name ""Frantzén/Lindeberg"" (Björn Frantzén and Daniel Lindeberg's original partnership name); catalogue lists it under the current name ""Frantzén"".",proposed
rest_0186,Aqua,2015,33,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0315,Le Calandre,2015,34,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Same venue (Rubano, Province of Padua) across all years; ""Padua"" is the metro-area label.",proposed
rest_0132,Quintonil,2015,35,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0442,Amber,2015,38,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0333,Quique Dacosta,2015,39,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0080,Per Se,2015,40,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0138,Boragó,2015,42,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0134,Maido,2015,44,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0237,Schloss Schauenstein,2015,48,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
rest_0762,Blue Hill at Stone Barns,2015,49,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07; match note: Same venue at Stone Barns Center, Westchester County NY; press variably labels it New York/Tarrytown/Westchester/Pocantico Hills.",proposed
rest_0735,The French Laundry,2015,50,top_50,high,code_plus_country,"theworlds50best.com, The World's 50 Best Restaurants 2015 list (past-lists archive), retrieved 2026-08-07",proposed
