restaurant_code,name,guide_year,award_type,award_value,is_current,evidence_source,confidence,status
rest_0463,JL Studio,2023,michelin_stars,3,false,"guide.michelin.com article 'Taïrroir And JL Studio Awarded Three MICHELIN Stars In The 2023 Selection Of The MICHELIN Guide Taiwan', 31 Aug 2023, retrieved 2026-08-07",high,proposed
rest_0471,Xin Rong Ji (Xinyuan South Road),2019,michelin_stars,3,false,"scmp.com 'Michelin Guide Beijing gives three stars to Xin Rong Ji in inaugural list of city's best restaurants', Nov 2019, retrieved 2026-08-07",high,proposed
rest_0473,Geranium,2016,michelin_stars,3,false,"chefgeeta.wordpress.com 'Rasmus Kofoed of Geranium Lands Third Michelin Star', Feb 2016; andershusa.com 'Three Michelin Stars to Geranium! A First in Denmark', retrieved 2026-08-07",high,proposed
rest_0474,Jordnær,2018,michelin_stars,1,false,"tastytrip.com 'Love Conquers All: Denmark's New 3-Star Restaurant, Jordnær' (first star 2018, 10 months after opening), retrieved 2026-08-07",high,proposed
rest_0474,Jordnær,2020,michelin_stars,2,false,"tastytrip.com, retrieved 2026-08-07",high,proposed
rest_0474,Jordnær,2024,michelin_stars,3,false,"thelocal.dk 'Denmark gets a third three-star Michelin restaurant in new awards', 27 May 2024; guide.michelin.com article 'Jordnær: Denmark's Newest Three Michelin Star Restaurant', retrieved 2026-08-07",high,proposed
rest_0485,Kikunoi Honten,2010,michelin_stars,3,false,"japantoday.com; travelsforstars.com 'Kikunoi Honten - Kyoto' (three stars in every Kyoto guide edition since the first in 2010, 17 consecutive years as of 2026), retrieved 2026-08-07",high,proposed
rest_0486,Hyotei,2010,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (Kyoto guide inaugural year 2010), retrieved 2026-08-07",medium,proposed
rest_0488,Mizai,2014,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants', retrieved 2026-08-07",medium,proposed
rest_0489,Gion Sasaki,2020,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants', retrieved 2026-08-07",medium,proposed
rest_0490,Taian,2011,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (Osaka guide inaugural year), retrieved 2026-08-07",medium,proposed
rest_0491,Kashiwaya Osaka Senriyama,2011,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (Osaka guide inaugural year), retrieved 2026-08-07",medium,proposed
rest_0492,Hajime,2018,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants', retrieved 2026-08-07",medium,proposed
rest_0500,Quintessence,2008,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Shuzo Kishida), retrieved 2026-08-07",medium,proposed
rest_0501,Joël Robuchon,2008,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Kenichiro Sekiya), retrieved 2026-08-07",medium,proposed
rest_0502,Sazenka,2021,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Tomoya Kawada), retrieved 2026-08-07",medium,proposed
rest_0503,Azabu Kadowaki,2020,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Toshiya Kadowaki), retrieved 2026-08-07",medium,proposed
rest_0504,Harutaka,2024,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Harutaka Takahashi), retrieved 2026-08-07",medium,proposed
rest_0505,L'OSIER,2019,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Olivier Chaignon), retrieved 2026-08-07",medium,proposed
rest_0506,Kanda,2008,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Hiroyuki Kanda), retrieved 2026-08-07",medium,proposed
rest_0507,RyuGin,2012,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Seiji Yamamoto, Nihonryori RyuGin), retrieved 2026-08-07",medium,proposed
rest_0508,L'Effervescence,2021,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Shinobu Namae), retrieved 2026-08-07",medium,proposed
rest_0509,Kagurazaka Ishikawa,2009,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Hideki Ishikawa), retrieved 2026-08-07",medium,proposed
rest_0510,Isshisoden Nakamura,2011,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Motokazu Nakamura), retrieved 2026-08-07",medium,proposed
rest_0735,The French Laundry,2007,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Thomas Keller; first-ever Michelin guide to the region), retrieved 2026-08-07",medium,proposed
rest_0736,SingleThread,2019,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Kyle Connaughton), retrieved 2026-08-07",medium,proposed
rest_0737,Benu,2015,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Corey Lee), retrieved 2026-08-07",medium,proposed
rest_0738,Atelier Crenn,2019,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Dominique Crenn), retrieved 2026-08-07",medium,proposed
rest_0739,Quince,2017,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Michael Tusk), retrieved 2026-08-07",medium,proposed
rest_0742,Addison,2022,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef William Bradley), retrieved 2026-08-07",medium,proposed
rest_0743,Providence,2025,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Michael Cimarusti), retrieved 2026-08-07",medium,proposed
rest_0744,Somni,2025,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Aitor Zabala), retrieved 2026-08-07",medium,proposed
rest_0745,Smyth,2023,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef John B. Shields), retrieved 2026-08-07",medium,proposed
rest_0384,Quattro Passi,2024,michelin_stars,3,false,"Wikipedia 'List of Michelin 3-starred restaurants' (chef Antonio Mellino, Marina del Cantone/Nerano), retrieved 2026-08-07",medium,proposed
